Row,DCP,CL,TD_P
1,-1.345224036371274,1.6662114932135454,-1.6338704566103686
2,-1.2191675918131566,1.6662114932135454,-1.6338704566103686
3,1.6084316495175062,1.6662114932135454,1.612687766232084
4,-1.0628107582036368,1.6662114932135454,-1.6338704566103686
5,-1.564232192228376,1.6662114932135454,-1.6338704566103686
6,-1.7119548722229234,1.6662114932135454,-1.6338704566103686
7,-1.5821115706708204,1.6662114932135454,-1.6338704566103686
8,-1.2983111254314823,1.6662114932135454,-1.6338704566103686
9,1.12195932177024,1.6662114932135454,-1.6338704566103686
10,1.1177980071193656,1.6662114932135454,-1.6338704566103686
11,-1.1281466041588457,1.6662114932135454,-1.6338704566103686
12,-1.3521873004314764,1.6662114932135454,-1.6338704566103686
13,-0.8713249260190903,1.6662114932135454,-1.6338704566103686
14,1.0406563558895017,1.6662114932135454,-1.6338704566103686
15,-1.307773206191051,1.6662114932135454,-1.6338704566103686
16,-0.998163113939357,1.6662114932135454,-1.6338704566103686
17,-1.828200617501667,1.6662114932135454,-1.6338704566103686
18,-1.3668966153819122,1.6662114932135454,-1.6338704566103686
19,1.1534932658041641,1.6662114932135454,-1.6338704566103686
20,-1.1556416639416716,1.6662114932135454,-1.6338704566103686
21,-1.8268522646264205,1.6662114932135454,-1.6338704566103686
22,-1.421155274048773,1.6662114932135454,-1.6338704566103686
23,-1.118284172500285,1.6662114932135454,-1.6338704566103686
24,-1.21264910736138,1.6662114932135454,-1.6338704566103686
25,1.6084316495175062,1.6662114932135454,1.612687766232084
26,1.6084316495175062,1.6662114932135454,1.612687766232084
27,-1.3428333520621916,1.6662114932135454,-1.6338704566103686
28,1.1861169220300083,1.6662114932135454,-1.6338704566103686
29,-1.771367604073383,1.6662114932135454,-1.6338704566103686
30,-1.8635535131205752,1.6662114932135454,-1.6338704566103686
31,-1.5504853647162102,1.6662114932135454,-1.6338704566103686
32,-1.325488362532648,1.6662114932135454,-1.6338704566103686
33,-1.039944397060697,1.6662114932135454,-1.6338704566103686
34,1.0165858538332584,1.6662114932135454,-1.6338704566103686
35,1.0923547560839628,1.6662114932135454,-1.6338704566103686
36,-1.710691211787546,1.6662114932135454,-1.6338704566103686
37,1.0143366728951027,1.6662114932135454,-1.6338704566103686
38,-1.087330606315076,1.6662114932135454,-1.6338704566103686
39,1.0865189464020342,1.6662114932135454,-1.6338704566103686
40,1.0733782509131742,1.6662114932135454,-1.6338704566103686
41,1.2224904683211557,1.6662114932135454,-1.6338704566103686
42,0.9884149982550677,1.6662114932135454,-1.6338704566103686
43,1.0974262655463007,1.6662114932135454,-1.6338704566103686
44,-1.7257944166410302,1.6662114932135454,-1.6338704566103686
45,-0.057562152173826694,1.6662114932135454,-1.6338704566103686
46,1.6084316495175062,1.6662114932135454,1.612687766232084
47,1.6084316495175062,1.6662114932135454,-0.02184721160848525
48,1.6084316495175062,1.6662114932135454,-0.07724468966512894
49,1.6084316495175062,1.6662114932135454,0.15819335214938898
50,-1.350233113283656,1.6662114932135454,-1.6338704566103686
51,-1.6403670492057472,1.6662114932135454,-1.6338704566103686
52,1.1333268101579186,1.6662114932135454,-1.6338704566103686
53,1.6084316495175062,1.6662114932135454,1.612687766232084
54,-0.9749193630835818,1.6662114932135454,-1.6338704566103686
55,-1.622000971324913,1.6662114932135454,-1.6338704566103686
56,1.6084316495175062,1.6662114932135454,0.23857966906596653
57,-1.7180702149761464,1.6662114932135454,-1.6338704566103686
58,-1.2578050190605343,1.6662114932135454,-1.6338704566103686
59,1.6084316495175062,1.6662114932135454,0.02731898163152393
