Row,Area_Good_Normalized,Density_Good_Normalized,Purity_Good,Area_Best_Normalized,Density_Best_Normalized,Purity_Best
bagging,0.9544995404501913,0.8270669511459533,0.9923237962316818,0.0013882024017803326,0.9700577290725005,1.0
logistic_regression,0.9770341098475366,0.8126273301872755,1.0,0.0,0.0,0.0
random_forest,0.9750870994014823,0.8128061313248963,0.9970651838121718,0.916547118661281,0.853300085760771,0.3164279564843077
svc_linear,0.9884878893177568,0.8033351245533111,1.0,0.0,0.0,0.0
instance_easiness,0.9750867787869828,0.8128063985805258,0.9966790237874575,0.0,0.0,0.0
