Row,bagging,logistic_regression,random_forest,svc_linear
1,-0.5277727801437446,-2.3800553234252018,0.06724063896779715,0.12089338421730832
2,-0.8684308380958994,-2.360711844790859,-1.0323391551380146,-2.8283875975856145
3,3.3385628365840327,2.5418602828476833,3.4509231976813384,2.4959857552967897
4,-0.5446010483759803,-2.0691596751483017,-0.7752411897834607,0.14846094424016268
5,-0.8017073828164114,-1.0149468246532034,-0.9892049506569119,-1.2247454985619923
6,-0.8017073828164114,-2.2581534209272434,-1.0161299574480782,-2.629997245744814
7,-0.8017073828164114,-0.9498969288581951,-0.7090222943235963,-1.1636646926152077
8,-0.6223874207561655,-1.3867264257972456,-1.0302716680636286,0.8826960145046239
9,-0.8502203586086897,1.5669272634622164,-0.7500796684244296,1.9070640295294814
10,-0.324245454392025,-2.3500766581662575,-0.8500451703343649,-0.3374889281504441
11,-0.02342199153945523,-2.3680089595042864,-0.6894794563581519,-2.75165343460365
12,-0.8196283822393824,-1.3579927508040317,-0.9715636627606109,-1.4107593458909828
13,-0.8198591260029772,-2.425949997481426,-1.0134067272041836,-0.35765387101437457
14,-0.8684308380958994,-1.6851179864215031,-1.006626388690217,-2.239936577432717
15,-0.8017073828164114,-1.459314604106446,-1.0161299574480782,-1.6406781587293147
16,-0.8502203586086897,-1.3200831165279465,-1.038720085246114,1.2633894150200338
17,-0.8502203586086897,-2.303620384040225,-1.038720085246114,0.416539629512034
18,0.17211083329179225,-2.3536066669223814,-0.9170363752175942,-0.9127841276922857
19,-0.775197821123473,-2.2505116565575656,-1.006626388690217,-2.5716119311361734
20,3.2666634867954945,-2.446321372745797,-0.8874473274955914,-2.895048068431223
21,-0.8075711901463649,-1.6034557657160475,-1.006626388690217,-2.2337695319255575
22,-0.6223874207561655,-1.6147141317748577,-1.0131604719917913,0.7014304061703568
23,-0.8684308380958994,-1.4534901986313569,-1.0323936830984086,-1.9877191060680448
24,-0.163574343102504,-1.440312093332616,-0.13177243224519328,-1.9839503838291679
25,3.338562829417615,2.1550164017555256,3.4509231796430226,2.3954893003743565
26,3.3385626706244254,2.6866074726005595,3.450923171340618,2.2843095640422297
27,-0.6223874207561655,-1.2190494835770302,-1.0175005351309134,0.9775935815295769
28,-0.8017073828164114,0.6212043377278574,-0.9407259951203046,0.4929116590885064
29,-0.8196283822393824,-2.414311236556133,-0.9440529138653798,-2.8413069680018976
30,-0.8684308380958994,-1.8139366103345032,-0.9793271752150502,-2.342960552551628
31,-0.8196283822393824,-2.0763989772429485,-0.9730572833634292,-2.41889682311003
32,-0.8017073828164114,-2.440285395116944,-1.0161299574480782,-2.8821637260642343
33,-0.8198591260029772,-0.0006646409355094823,-1.028770340055259,1.6162486341270714
34,-0.8684308380958994,-2.177714307700691,-1.0323936830984086,-2.453250976842624
35,-0.7210358039463018,0.029843361928871055,-0.441554525273991,0.32775484658493825
