z_1,z_2,Generated
0.8933065053075538,0.29782523476030254,True
-0.25507407705433793,-0.5387956088625789,True
0.6749158162225064,0.46821993636029335,True
-0.32544961713575243,0.5712741322770665,True
-0.23386078817114087,-0.43118685384631567,True
-0.2511278299678792,-0.33041951351159793,True
-0.416676186773639,-0.1913707459871804,True
-0.10410269426824749,-0.2947447916374403,True
-0.2220696218056974,-0.44612002254323224,True
0.9918544477594007,0.26137107795270914,True
-0.22678965357065625,-0.3767111056522275,True
0.6079423800300294,0.1410669818205832,True
-1.2153371656837206,1.9220789620308063,True
-0.11770233088766931,-0.3313705486056881,True
0.6345296912138709,0.8517285503642062,True
-0.5719258707938323,0.6474104437662447,True
-0.20610020303570176,-0.3973160769040351,True
-0.14351178895463246,-0.38999121505379875,True
-0.11263780436992754,-0.3344523401363107,True
-0.7950377206578466,0.31693097168779133,True
-0.39402750029577566,-0.15385053792305842,True
0.23231888405547207,0.062031688772175,True
-0.04006112222557731,-0.29241267426703954,True
-0.17734705241855916,-0.4386982731631577,True
-0.23614043771562473,-0.4200814224549348,True
-0.34862169769237156,0.034199662882216784,True
-0.34277548470839864,-0.515382400241866,True
-1.8939176629355012,3.0725440657058094,True
0.7228105839820258,0.2244205793019744,True
-0.39231051513619025,-0.012688746502238401,True
0.229750478895227,0.41382439923751163,True
-0.2882592262001769,0.40790393114890455,True
0.398489716327062,0.5787845464223834,True
0.488619622311707,0.5561571923084756,True
-0.31460070606904045,-0.5545500453864335,True
-0.6731749604528083,0.6467682238841679,True
0.9621303857047718,0.26978988136424414,True
-0.3019143754506439,-0.2909300223365952,True
-0.0833385675607989,-0.30964698145675373,True
-0.07160155196229936,-0.3341708181091563,True
-0.12339014512393931,0.04586378978192822,True
1.1282816716765285,0.21967245860395712,True
0.7257449694115758,0.34277277178633203,True
-0.18190683486974854,-0.3501154791581779,True
-0.20681059222690026,-0.36507754517547275,True
0.8653889810432918,0.16681321458030648,True
-0.01824279101778407,-0.20070318999612577,True
-0.08671174646672618,-0.2681215682993714,True
-1.1832971690475165,1.8244233670886465,True
-0.35351237311261435,-0.3142541970454846,True
-0.14613319240499914,-0.39998915203742436,True
0.5294561155815465,0.21925125220487296,True
-0.24259401603741002,-0.3716804037504701,True
0.4249536083558631,0.27731891440353634,True
0.2778151573087802,0.12251780070525256,True
0.5696056584262508,0.10945506217782151,True
-0.7248956036972523,1.494625373546032,True
-0.19649142616530293,-0.33984704757419776,True
0.08752487904761046,0.11832402860681883,True
0.7246860144701572,0.3934684596407996,True
-0.162612186570284,-0.3300679340376741,True
-0.19667062457173398,-0.3975162394793645,True
0.8802085952513419,0.2513952493179778,True
-0.04018924575237195,-0.3589747469683969,True
