Row,bagging,logistic_regression,random_forest,svc_linear
1,0.01749490973934121,0.003930659520017334,0.02901424527503279,0.2766623938863076
2,0.010873301513779063,0.005077814169872055,0.006775424576979738,0.003919495100578808
3,3.51391078266544,1.2608017919934134,3.520622068287672,1.303927774867924
4,0.017153284413281965,0.02306331058426553,0.01140261173286894,0.2808514473060846
5,0.012123655811424284,0.10172938134667586,0.007531463196014983,0.12031727014002122
6,0.012123655811424284,0.011253180332796401,0.007058609683225137,0.01584525323669129
7,0.012123655811424284,0.10747211254874701,0.012643617699704717,0.1258916151317267
8,0.01559462376760212,0.07113199380013473,0.006811483460593907,0.4174245570201084
9,0.011212422772456692,0.5348131190252469,0.011871678230201516,0.7742557686962327
10,0.021758227796701286,0.005710872998468764,0.010025674376203922,0.21401719531875013
11,0.028551139035930827,0.0046444178962134625,0.013013941168016215,0.008466781225592378
12,0.011785707206004414,0.07337176355329071,0.007842955844639727,0.10398495645041375
13,0.011781366150323562,0.0012306794413080072,0.007106294900776544,0.21152870979050764
14,0.010873301513779063,0.04896989504519935,0.0072251585683879875,0.041021458808779755
15,0.012123655811424284,0.06555974582143703,0.007058609683225137,0.08502818189100714
16,0.011212422772456692,0.07635705868195894,0.006664248161415355,0.5162326536910318
17,0.011212422772456692,0.008495904242742786,0.006664248161415355,0.3246329109690575
18,0.033327498296017846,0.0055005642775935145,0.008814278847960192,0.14999049214562535
19,0.012626465524219182,0.011719712940669749,0.0072251585683879875,0.019462613083752196
20,0.38465320772741457,4.193190081190505e-05,0.009346848535502111,3.3790912281407745e-05
21,0.012012904790188215,0.05484446696427926,0.0072251585683879875,0.041439522430530826
22,0.01559462376760212,0.05402636145967631,0.0071106085065747475,0.3783646799988213
23,0.010873301513779063,0.0660023896366498,0.00677447380156004,0.058677986667268936
24,0.025308188133909684,0.0670067508983977,0.024458032919114622,0.05895083982518804
25,3.3901794736279625,0.8284621852082757,3.281819867716324,1.1672895135147041
26,2.7495538795130035,1.6030157813369896,3.213154807953323,1.0473894112016895
27,0.01559462376760212,0.08448658930070026,0.0070346219848316195,0.43970289474569363
28,0.012123655811424284,0.30243080077116974,0.008390687042216995,0.3382311997111923
29,0.011785707206004414,0.0019125091120094678,0.008331395977695803,0.0031617753727151
30,0.010873301513779063,0.039974633837264746,0.007705710644123688,0.03413347102394692
31,0.011785707206004414,0.022600210125210244,0.007816531107599393,0.02916938725340242
32,0.012123655811424284,0.00039353793467164884,0.007058609683225137,0.0007802295231292124
33,0.011781366150323562,0.20897070761615344,0.006837679245395961,0.6378252553361412
34,0.010873301513779063,0.016209728466148685,0.00677447380156004,0.026954104618025363
35,0.013664702980578473,0.21292896828008998,0.0178824603059508,0.3094846846070384
36,0.019308856041013508,0.05967662713558443,0.0075775521394663755,0.4821051159603724
37,0.011212422772456692,0.005257758395406731,0.006664248161415355,0.32473130650406307
38,0.01326697327571682,0.06288748200206525,0.007531463196014983,0.08026823002124375
39,0.010873301513779063,0.0025466593681475005,0.00996781436657889,0.0036130733628886285
40,0.011212422772456692,0.47612435183191665,0.009186362743356173,0.766665276844576
41,0.010873301513779063,0.5884379023099273,0.0072251585683879875,0.5373278006387254
42,0.013007447759637965,0.3237233622332313,0.03160646020260799,0.49149298069141684
43,0.012123655811424284,0.4298749303318732,0.010383919011293733,0.4760677917953973
44,0.011785707206004414,0.07771063669202903,0.013567536562153513,0.10883650853436176
45,0.012123655811424284,0.34190730236069,0.01041280459566385,0.4050105298760645
46,3.826115902236126,1.429076166288524,3.8445738196072723,1.4498140182629204
47,3.8337111756300386,1.422471514409845,3.5375792388643976,1.3235181267251628
48,3.867576917257847,1.8940397472125963,3.9812378178106727,1.8274923669251089
49,3.434671830298531,1.4583061250856535,3.2837880013545457,1.4946395606651015
50,0.011212422772456692,0.42136055942010875,0.006664248161415355,0.7371462410205466
51,0.010873301513779063,0.3669869726597306,0.0076781969183784965,0.33296027910141
52,0.01559462376760212,0.3665420357045054,0.007273720889637562,0.7636896284790756
53,3.2103919983605804,1.3886758471492378,3.2159756346122124,1.3828902526649547
54,0.018178465319996152,0.07436421862444864,0.008035865898708725,0.09027323471957407
55,0.012123655811424284,0.35213832149024943,0.00710878725726832,0.3886374296524539
56,3.691301103975484,1.2404656170650579,3.6147538973336646,1.6534074826643994
57,0.011212422772456692,0.05998779338970125,0.006664248161415355,0.4847063836475857
58,0.01559462376760212,0.00048515181789856655,0.007265043822243381,0.08131505196854812
59,3.867576917257847,1.3874647286145867,3.8283448392095223,1.4173541131224152
60,0.011785707206004414,0.05994932634290379,0.008331395977695803,0.08404805028470827
61,0.01559462376760212,0.11416472403622922,0.007748688839262764,0.4835747229651534
62,0.017989580746933905,0.3734178846969306,0.008814278847960192,0.7708141284026043
63,0.8710422147906095,0.7684294142950089,2.1990433956234003,1.063958535634631
64,0.018178465319996152,0.039320207510841414,0.009759930664744117,0.06933163968389437
65,0.010873301513779063,0.16935772216670364,0.00677447380156004,0.1675287884881806
66,3.649730903419813,1.73655407095913,3.69407683028849,1.0490058683210728
67,3.782560495171497,1.7519508158613093,3.914803352402818,1.6897202136879692
68,3.867576917257847,2.207029880853265,3.98105536974902,2.0631189409704356
69,0.01559462376760212,0.12383490063919161,0.007265043822243381,0.5026121689839239
70,0.01559462376760212,0.5102717288724038,0.007748688839262764,0.871488099283823
71,3.840423638570736,1.55874115690969,3.5130586290625243,1.374736892601543
72,0.08590082232652292,0.07041440295119586,0.013488093724829269,0.09105192849018613
73,0.30537252510468244,0.01601499073062275,0.18880953085023527,0.021958160741891417
74,0.01559462376760212,0.31093449824996416,0.007241068809081832,0.735950128402016
75,0.010873301513779063,0.2073418657717607,0.006780574951972331,0.2007718210722344
76,0.012123655811424284,0.45284536710859175,0.007058609683225137,0.4979751257157096
77,0.011212422772456692,0.06526186140639006,0.011871678230201516,0.48954153350698454
78,3.812441966698978,1.1024287304755729,3.0515578146911957,1.4850922673007951
79,0.012123655811424284,0.6834899254558833,0.008035865898708725,0.6896129635374414
80,0.01559462376760212,0.4477852310787037,0.007265043822243381,0.8235734221539878
81,0.012123655811424284,0.07809239458868222,0.007231586786360702,0.09568447920430351
82,0.012123655811424284,0.06747798179052415,0.007058609683225137,0.08721933283298713
83,0.011212422772456692,0.028188520512912343,0.0075775521394663755,0.4320867145660509
84,0.09733921867816923,0.708539291813707,0.10544716275352187,1.0000363299566981
85,0.01955143449443249,0.08887941503596691,0.008627052775728552,0.4431318134243036
86,3.867576917257847,1.851931061963748,3.9671562985883053,1.7482475880813528
87,0.012123655811424284,0.19809036190328358,0.02045114929153893,0.2505509989000605
88,0.011212422772456692,0.03379139209281942,0.006664248161415355,0.44350898147505485
89,0.01559462376760212,0.4293847522640706,0.007265043822243381,0.821040200057983
90,0.02721629323594061,0.05482979729507179,0.011109109333884617,0.08692834694317306
91,0.012123655811424284,0.6890357090059194,0.008035865898708725,0.7230070665182834
92,0.01559462376760212,0.6074116265266549,0.008814278847960192,0.9114356413512673
93,0.016355548516930846,0.010680643652122224,0.007265043822243381,0.1963136747852063
94,0.013878174954618589,0.007505561696515993,0.007531463196014983,0.01472317109604943
95,3.867576917257847,1.6478848278250573,3.9041005297224065,1.6096317331256205
96,3.5586424282455007,1.338456594183221,1.760629206721894,1.006389725117494
97,3.867576917257847,1.8310907822404145,3.9595760324967673,1.772083852420199
98,0.011398968074420607,0.007816034471301428,0.006711978872238873,0.31967691229271367
99,0.01559462376760212,0.005717507531194392,0.006811483460593907,0.14823485783168414
100,0.011212422772456692,0.2066030502527363,0.0073804201802129075,0.6543957366597487
101,0.01559462376760212,0.1279797768058404,0.007753683809899057,0.49673467680322114
102,0.01559462376760212,0.011895546555667203,0.006811483460593907,0.26106945749901084
103,2.75123778106227,1.0984710071965857,3.266744792922902,1.4588676778766956
104,3.51794586013165,1.4711874120418267,3.3564557754389344,1.030352741787798
105,0.011785707206004414,0.3021236444860397,0.013013941168016215,0.44205308946134986
106,3.6357936534730686,1.4215974752338656,3.775624438102656,1.3285262102053383
107,0.011212422772456692,0.00421329061628422,0.006664248161415355,0.27815431714737454
108,0.01570693555529906,0.013418089735196802,0.009626243388934265,0.01865939127522906
109,0.011785707206004414,0.013428260234844235,0.007816531107599393,0.019882627607348685
110,0.013878174954618589,0.06120438383968691,0.007058609683225137,0.07711013567399448
111,0.01559462376760212,0.0035357460992530977,0.007265043822243381,0.14882094171094506
112,0.011785707206004414,0.010752368708208055,0.007879114495107985,0.015204608341728161
