instances,instance_hardness
1,0.07288815408408467
2,0.006635922938881267
3,0.8464371536086877
4,0.07400093319686607
5,0.0574101459570755
6,0.011498673596149311
7,0.06120062745777033
8,0.10804546367963275
9,0.24403143902893554
10,0.057464726081810746
11,0.013535430240657398
12,0.04725866255415656
13,0.052669305098140606
14,0.02649879795651966
15,0.04101368167448338
16,0.1236355035586868
17,0.07586479274657565
18,0.04658077666411953
19,0.012667987453151675
20,0.08217309293476616
21,0.028275108112692515
22,0.09754281442154622
23,0.03460674254025253
24,0.04280249439159611
25,0.7952019596820533
26,0.8359182676936432
27,0.11481795464223965
28,0.14208900034489347
29,0.0062701943848331165
30,0.02280854591307313
31,0.017649348726758607
32,0.005064400583715045
33,0.16966679779051308
34,0.015059780527391098
35,0.12231418214399281
36,0.1167803184897459
37,0.07507858289844271
38,0.03969115698446124
39,0.006720668663036777
40,0.23363704926138817
41,0.21962802289743721
42,0.17721815698025856
43,0.1876422066918606
44,0.05077082172195335
45,0.16125634908653197
46,0.870666589043728
47,0.860493166130142
48,0.912287356153015
49,0.868329646871228
50,0.2207902461059038
51,0.15221146491559157
52,0.21591247446930828
53,0.8548213033102947
54,0.046000720192377
55,0.15949278728124372
56,0.8668726987518276
57,0.11503446441638854
58,0.025323552578479624
59,0.8663208646236087
60,0.03970349455336197
61,0.12862651230733124
62,0.2188976253126299
63,0.6654369379973762
64,0.03331667222964918
65,0.08190171319037642
66,0.8556798481077749
67,0.8998211926839698
68,0.9308352684076924
69,0.13355957735470303
70,0.2511328505018553
71,0.8713507492597341
72,0.06268362067361344
73,0.11820331244878457
74,0.20271915440344745
75,0.09668280060937384
76,0.19387693003292683
77,0.11830546119443319
78,0.8430188953447623
79,0.2533579679340666
80,0.23620246096368425
81,0.0464065732014971
82,0.041964963608259076
83,0.09933514014146394
84,0.3331502083299789
85,0.11774325503186789
86,0.9072878223164743
87,0.10840659852093959
88,0.10230956486058329
89,0.23295729416243316
90,0.04362696537726407
91,0.25817584983749375
92,0.26938584005817057
93,0.05308265436093351
94,0.01084456758230501
95,0.8916285380324974
96,0.7929498734499516
97,0.9074506832756916
98,0.07485640843533115
99,0.04143364970108654
100,0.17135114259181483
101,0.13370294265943283
102,0.06596491242595381
103,0.8330352626662624
104,0.8372368579024644
105,0.16067099629901405
106,0.8611296747830429
107,0.06620408741463757
108,0.014244783855367649
109,0.013131841076344242
110,0.03859930429324909
111,0.04112961933471637
112,0.011337263489358818
113,0.12101675785107135
114,0.10020551102928343
115,0.22790772964285422
116,0.00827185927101648
117,0.1881727635064271
118,0.07785834772537414
119,0.035277808951283296
120,0.1127672685304636
121,0.15994684294642914
122,0.9161139179874357
123,0.23219158578368282
124,0.006248876695348571
125,0.8695496533244496
126,0.029761805235620775
127,0.25800579096155574
128,0.21929865138826787
129,0.21971733241847458
130,0.11083589908447422
131,0.1603898186838768
132,0.17480080418306554
133,0.04316514388678261
134,0.06991797989976334
135,0.181939138800565
136,0.006494921682840049
137,0.10264117180991683
138,0.8252360079041126
139,0.07239903524663338
140,0.08057060279617456
141,0.8115023260309283
142,0.11184900373171347
143,0.010295121454088951
144,0.826624388793134
145,0.07706232297569626
146,0.1184151358940213
147,0.27850207559855344
148,0.011280777250599061
149,0.22446074674627392
150,0.05260183851807243
151,0.21554437767727863
152,0.07100815768652469
153,0.007333861465635749
154,0.04132604118475258
155,0.11790752674606686
156,0.27127060875314735
157,0.024303603626063874
158,0.007639234758043401
159,0.10507302786251538
160,0.14654157966547476
161,0.1511111004768364
162,0.1764827575113228
163,0.11488305566148593
164,0.005400471474672486
165,0.18907777253711633
166,0.14959058847743567
167,0.1719727957583137
168,0.10525826830815777
169,0.11619304620387982
170,0.7836979445300281
171,0.11206280712022465
172,0.04855984304559402
173,0.21709090156346655
174,0.17428276416130573
175,0.017543333838259345
176,0.17614553323440385
177,0.074058891825318
178,0.17984248946319825
179,0.09136902485173393
180,0.1701929883104849
181,0.1610903682768129
182,0.08809533253170465
183,0.005177313373859849
184,0.10843966881819522
185,0.18673744030596684
186,0.19522595465028447
187,0.039627383379642334
188,0.012649586210491393
189,0.14563651892873264
190,0.09214803904994961
191,0.043828901161265144
192,0.065837204871674
193,0.02509128404892169
194,0.8390423802501414
195,0.005645721027115913
196,0.11362774824663002
197,0.011201017645130262
198,0.8209901500273875
199,0.007272075182362725
200,0.11032908233565486
201,0.020759746125048384
202,0.023819684580512424
203,0.11654321231582032
204,0.215824900054292
205,0.7527450478094082
206,0.10136041358299441
207,0.12557227052921882
208,0.010076218605561627
209,0.031825800734869514
210,0.017617394883691295
211,0.012999523046899553
212,0.828633883887792
213,0.1202457080621141
214,0.014098549524468762
215,0.11178033439507606
216,0.15017180493194893
217,0.19744032064363026
218,0.1822227837974577
219,0.014180844488977162
220,0.17454986556616314
221,0.861435435910979
222,0.04454253855267165
223,0.05180054572377912
224,0.020172657997242993
225,0.47219128845589875
226,0.08872214248228094
227,0.1790274927618174
228,0.1363321958599263
229,0.8653898572415637
230,0.02768392147975207
231,0.24367290823034482
232,0.017357386402851893
233,0.017299394949903735
234,0.006193732115543749
235,0.045059375418037506
236,0.25956930825837177
237,0.2999243350378257
238,0.027504598631021504
239,0.1078994392412288
240,0.10654558640174894
241,0.06546916344748299
242,0.07156188085323834
243,0.03268315679469136
244,0.1536544299386975
245,0.23391076937264121
246,0.008384176745215077
247,0.01151398293825523
248,0.00570451194989785
249,0.006192473600954984
250,0.007712508293223452
251,0.019112952844076325
252,0.04852086288103985
253,0.022486550828772933
254,0.03753099311926378
255,0.17183265178360674
256,0.1344182356779704
257,0.10729485196041788
258,0.013424000826670501
259,0.027931288713629154
260,0.10761584689467651
261,0.007678174968487994
262,0.16064102427555638
263,0.02938115019061882
264,0.0773285928543963
265,0.11252929892082864
266,0.19955506992194283
267,0.010070728401690321
268,0.09899234205743179
269,0.08976279997328351
270,0.005756486867899424
271,0.04974745117538215
272,0.0748628410040515
273,0.7400247068330633
274,0.20382701020853244
275,0.8851776077856622
276,0.025990736638303424
277,0.8494578821798335
278,0.037899031110835146
279,0.10448731205268491
280,0.1514489777290915
281,0.823438348236818
282,0.16740654626266083
283,0.8541549452246722
284,0.1689025665185283
285,0.14781183700767375
286,0.021664443615566187
287,0.0667327914810838
288,0.2085198557764566
289,0.8364205164331037
290,0.16962473517390642
291,0.027802685248602965
292,0.05069734486102828
293,0.35738809783156766
294,0.0507896599713169
295,0.20561638950525207
296,0.12810138608648536
297,0.1708973208108746
298,0.9042614561466882
299,0.03902437644568346
300,0.1116120705172533
301,0.1475359722042382
302,0.14811027662656906
303,0.04415192461642781
304,0.06781980736574855
305,0.09588352972511605
306,0.029514302420122984
307,0.007102561111172356
308,0.013880364409518342
309,0.17846661828256827
310,0.06964230352042067
311,0.10208653720731109
312,0.009414961480517237
313,0.07722806483009492
314,0.1410679351877765
315,0.18440596855499203
316,0.9401954024841905
317,0.010536156938660834
318,0.07129064379583883
319,0.04178118690099786
320,0.16546089268795683
321,0.19022871162212573
322,0.10548946256046876
323,0.8148906743711126
324,0.8910004294870073
325,0.006753953354004971
326,0.05318731404327348
327,0.20203697863554637
328,0.8693524988039026
329,0.8236419199750157
330,0.9156091793842716
331,0.7648429135025905
332,0.7874174038278786
333,0.1894188741013163
334,0.01757508589569734
335,0.8767082324952445
336,0.6516142480263343
337,0.05058404290347174
338,0.8540885621070662
339,0.17860953095248044
340,0.11955721519571116
341,0.8440629331710313
342,0.05934899781548686
343,0.05101828066536451
344,0.06306997064137021
345,0.43889315503294235
346,0.7129004799714215
347,0.7929577645093245
348,0.8693729677115227
349,0.21366733021636242
350,0.019676084106377778
351,0.07820479376423628
352,0.06664353214675411
353,0.08319193638992295
354,0.23886049492174188
355,0.2869451118841183
356,0.8149990209845958
357,0.1040938232158315
358,0.0557714393368145
359,0.005983899937180848
360,0.030953911512210275
361,0.06425322032638991
362,0.10396820594134415
363,0.10590041578085085
364,0.822799329440884
365,0.07273042936950558
366,0.20970780830097202
367,0.1753862560509818
368,0.6784661824540468
369,0.1686771447079729
