z_1,z_2,Generated
0.2715062471108016,-0.07079877384111681,True
-0.058120467972492755,-0.3031108413119571,True
-0.30853858560975533,-0.28222639308445024,True
-0.17310406528985228,-0.2798802289302741,True
-0.09282900803545048,-0.32232810360994796,True
-0.0896005805154945,-0.25134421025259085,True
-0.0023197655671617153,-0.21412691181446816,True
-0.06940219536590364,-0.3792034349103356,True
-0.11666305038090183,-0.2977060583461556,True
-0.462971462790483,0.1278002707752086,True
0.5439932558324825,0.10630540783504959,True
-0.1237193794729317,-0.36559694597835185,True
-0.2743834895358312,-0.006234479696244928,True
0.0723651395497686,-0.1559656204869503,True
0.002114805240595123,0.5156974024921562,True
-0.18092135299383608,0.16449044768675242,True
0.767893009466529,0.5017806410219985,True
1.0760590174127087,0.47036874719033406,True
-0.49051915026674187,0.19294343927939936,True
-0.5232211194126026,0.36106267188831853,True
-0.040219312311262446,-0.34299568065123764,True
-0.08655914339751748,-0.34378990896890027,True
-0.24357172874644573,0.054404330512976364,True
-0.07388009313575898,-0.2282447842216989,True
-0.09853866237284513,-0.2891423853272931,True
-0.12907259577162258,-0.26582214442884367,True
-0.22524821158091426,-0.18212751822999534,True
-0.16945996454346246,-0.3209014753209804,True
-0.21489703463698662,-0.10925627715173562,True
-0.21335930227496192,-0.21770960264796999,True
-0.2226731999344637,-0.5238211469574002,True
-0.15268755380266538,-0.3458324585129405,True
-0.03953050624259549,-0.21783942330185674,True
0.15782440121332209,-0.11552167355343114,True
-0.05824825783084553,-0.38461676303350567,True
0.05967951517399759,-0.16779657864874498,True
-0.1677851464440953,-0.33040943101201364,True
-0.07128109581214065,-0.17704593359258802,True
0.13377484649393967,0.23430861407419404,True
-0.3371907483425191,0.6947203874758535,True
-0.1446406539972981,-0.40713395238778527,True
0.25557001559588904,-0.07034661504992343,True
0.48946505846527555,0.13882691607201827,True
-0.10501557650809326,-0.29383217032508685,True
-0.05457399416728977,0.15662925538773487,True
-0.20627984144018008,-0.5125362561630421,True
1.4456002502181668,0.8370654630142891,True
-0.03473884628238229,-0.14944305639756233,True
-0.16475273003520527,-0.39968149435017686,True
0.019784107775276137,-0.18968229021824315,True
-0.09620036728315766,-0.39527604937682354,True
-0.07891396513344485,-0.13330388130946935,True
0.29923297860424564,-0.033817446265892,True
-0.08253525775889395,-0.26045520019328333,True
0.0025231728677582387,-0.20458828477411162,True
0.17123670341205932,-0.11281322795909811,True
0.9106390689080935,0.5442219913900831,True
-0.23603092788994107,-0.5303660512815533,True
1.152736037506529,0.43144820169761455,True
-0.375993497865805,0.26465939642296027,True
-0.177065671850401,-0.43869268837858716,True
-0.18511793274919786,0.024217113038533144,True
0.6047924966037277,0.3445442760314127,True
-1.1752760022872553,2.415628667024885,True
-0.20675251953088505,-0.4892554312951107,True
-0.11456270431465042,-0.38031988147304774,True
-0.1572141808556081,-0.3037710197546994,True
0.2411799725477004,-0.073725872064747,True
-0.2707498886948252,0.7485971222413197,True
1.1381951812852003,0.49445897082544366,True
-0.08758288140579809,-0.3470368713011238,True
0.6670909009026281,0.3548617003216375,True
-0.07465809445758986,-0.24177969845929353,True
-0.09884036299074592,-0.2694384305964005,True
-0.10016404927938038,-0.5040458928100799,True
-0.1575153977106701,-0.45004840442250127,True
-0.12264941878589695,-0.3671700344211279,True
-0.14843386152218868,-0.3921456268347922,True
0.2373599945088703,-0.05918181662331558,True
-0.054617475897325574,-0.18521430713679685,True
-6.794284956236956e-05,-0.11108614207195873,True
0.6156709280521397,0.19107972837993592,True
0.5965479864760002,0.15358881468019553,True
-0.1424936234560801,-0.37090229218169074,True
-0.12878511023423722,-0.39731276712288544,True
1.2387550772505111,0.6979770128888511,True
0.8485961054300543,0.31491544200983285,True
-0.23549991684779478,-0.03119476371606087,True
0.7636099577035688,0.27031920485733824,True
0.1384889481090606,-0.08070475967962959,True
-0.5041360267460414,0.6953434160732269,True
0.4545332419717853,0.30974483406999037,True
-0.17690092220080705,-0.3279121621216972,True
-0.08677118184724279,-0.3444624256222553,True
0.10295658506654078,-0.13905033472942133,True
-0.13294352101004883,-0.33603158868472244,True
-0.06373714863712866,-0.23921498092038834,True
0.10894788054657793,-0.13740106085887258,True
-0.1612431036888595,-0.4682384427321641,True
-0.6778403739249648,1.3005674971198915,True
-0.08719060626591078,-0.14013301646607318,True
0.1444834691212791,-0.10623823203651,True
-0.12168230615382218,-0.17437932728592648,True
0.15814659978254847,-0.11389324620603737,True
-0.05080107531636562,-0.27836719220854994,True
-0.5097123738480279,0.4725150784095879,True
0.6016302405740044,0.17441998350273943,True
0.3875536889834422,0.013177085780824391,True
-0.11546398423963165,-0.383178446793015,True
0.02843291632192512,-0.16531061962270222,True
0.35612721634062056,0.18352885505658012,True
-1.191605691456291,1.7077789347654801,True
0.7322384313895698,0.2497814554574289,True
-0.18205818664165171,-0.4936083853125116,True
-0.09477882845769849,-0.3698600632049172,True
-0.08575491519074736,-0.3229139525498865,True
0.02316000974317311,-0.17485510304948398,True
-0.19485787001731336,-0.3750444084576136,True
-0.10657283245181358,-0.2592277460701309,True
-0.26225778674131195,-0.6175370221825844,True
-0.2044000168820637,-0.07415860704257021,True
-0.18739683628613577,-0.23380792437564296,True
0.8412650371124525,0.2993670638368589,True
-0.13943589078524601,-0.199804625509893,True
0.18944465411883135,0.03158201739722704,True
-0.1664090482074325,-0.05840988679715058,True
-0.2531544600802943,0.6122345522869644,True
-0.075465743077119,-0.2646568096109419,True
1.2360701602612292,0.5794238620790669,True
-0.12328894619722965,-0.4602848375502514,True
0.0137596482809688,-0.22351857949607315,True
0.011473849127660555,-0.15153428301810526,True
-0.2864562282113897,0.6714548656335242,True
-0.08996813449576921,-0.31970241442733904,True
0.39607784720491035,0.004611653583937263,True
-0.05010075684376095,-0.26942829951813835,True
0.10740517889693794,-0.16058730715221176,True
0.3286916562851152,0.014508181730178276,True
0.7477949655822845,0.6133608467622842,True
-0.2961309270753987,-0.13954314399977355,True
-0.3899827238828032,0.1119541401216101,True
-0.20245282672943488,-0.4009612568135518,True
0.061486274998345955,-0.1692703942044778,True
0.45639567209679577,0.08263990375835277,True
-0.08347643946430222,-0.26213633618323284,True
-0.0982467916642055,-0.32236214030309274,True
0.06042439062737242,-0.16209315794256068,True
-0.05910427015608127,-0.22759151978092612,True
0.06674228683521266,-0.15812800734994192,True
-0.0714223037592046,-0.3346793500911367,True
-0.14464609621837002,-0.31256833049301663,True
0.17461946178746787,-0.10927191277334738,True
-0.43492479893657804,1.0877578702558062,True
-0.625260326472954,0.49096110083244626,True
-0.13614961276975535,-0.3129711124487817,True
0.5062613222050074,0.37135128883963325,True
0.034585203633954405,-0.14269752504647407,True
-0.3664956435116401,0.12167037337259476,True
-0.29342362500973024,0.5935615830979146,True
-0.14028864560107077,-0.3651881750376916,True
-0.007920654521523298,0.8717914825378851,True
-1.7528446779427822,3.175148899288962,True
-0.28049657405426404,0.410953301431525,True
0.45002563941401896,0.1316641920002041,True
-0.04136312849206546,-0.2764333165519,True
-0.5282018798843401,1.936970749985479,True
0.8556098759161926,0.30667541236956186,True
-0.0766219106826861,-0.4061736451778555,True
-0.5618873387364562,0.8721565075605078,True
-0.14978347866960184,-0.3092855779626939,True
-0.18963007157500528,-0.5329337399075407,True
-0.2191150750037455,-0.28411568722273145,True
0.01717838069634611,-0.217283454514316,True
-0.6621940048055575,0.6854798828369224,True
-0.07673137429034557,-0.23551184906312234,True
-0.1144565786476895,-0.2000686617716836,True
-0.17158601218280764,-0.33774193721649326,True
-0.14587998258445728,-0.2268476629076005,True
-0.040171836327011816,-0.22316622122878785,True
0.2134496268737937,-0.0863725126203876,True
-0.6919641369089046,0.6824429567940353,True
-0.10372717830004402,-0.3147361374060104,True
-0.12071658080009738,-0.31479788987655716,True
0.17221764754383825,-0.013188850709499772,True
1.1691815300021946,0.5348601668161237,True
-0.38458125822295897,0.04453989894241556,True
0.3003175246746916,-0.03171208149370113,True
-0.07600268794073668,-0.19415592595769854,True
-0.025305776148561148,-0.21967943930994077,True
-0.5235422940788128,0.22774907603899883,True
-0.05750314186526192,-0.2250645463826185,True
0.3032923148299145,0.2455022130062799,True
-0.19211418716589235,-0.24614861191922444,True
-0.1492466679440511,0.6712857178799334,True
-0.016974214999238332,-0.1668074638173714,True
-0.057762860310074014,-0.26741773331827373,True
0.612004719065916,0.5197523393533029,True
0.4591694037446648,0.23385613052723908,True
0.48460365577629255,0.5117578189769751,True
-0.09405882441420449,-0.3593405747621967,True
-0.03527026338123974,-0.25988004474364074,True
-0.03149521672481587,-0.31088061747407686,True
-0.3165975463496723,0.08874538780645858,True
0.4287342726086876,0.5915726655166619,True
-0.6389477043580145,1.1490280961198451,True
-0.16539253070769785,-0.36185415218390976,True
-1.3080160609328382,2.3407709488229678,True
-0.5147232455336487,1.3135775097741411,True
-0.0253484838411475,-0.2015582166862877,True
-0.1635358358568065,-0.28547646992522424,True
-0.12047545619072328,-0.32047993450176776,True
-0.05692327805295291,-0.23315916288978042,True
-0.10728588878955353,-0.4095283703849798,True
-0.22952921610024538,0.4616320753175243,True
-0.12013271816889166,-0.3137897078615969,True
-0.29796491824141424,-0.06360394590466419,True
-0.2459895379172945,-0.15929458485970327,True
-0.14409258432589092,-0.46529901750690106,True
-0.16401880229516574,-0.39843535295534566,True
1.2534806889157974,0.5702049668894718,True
-0.060167353132931235,-0.31506039584667844,True
1.0692883315183142,0.4491851278377247,True
0.6992147695201222,0.1786401879400733,True
-0.011951187460159527,-0.20710658305843888,True
0.8417958496325929,0.28396233319558517,True
-0.14180768406199865,-0.2784805733055978,True
0.6407049748005105,0.5416723403330181,True
0.6359715282014021,0.5679486265862997,True
-0.006318329084558571,-0.25139134077497766,True
-0.15108971579280553,-0.4508505363831118,True
0.5036015233955268,0.434213021142812,True
-0.42284619645214105,0.6269790525899853,True
-0.045368651640612746,-0.25868008949494964,True
0.014408005841620108,-0.21938718793924356,True
-0.13300063907451182,-0.27905944089566526,True
-0.1380387407356416,-0.27783481802549553,True
-0.0835578484419385,-0.24930292164989765,True
-0.3162206827953363,0.4831593052816331,True
0.09030487029227761,-0.13357231962482546,True
-0.04131134165462373,-0.1451977210488523,True
-1.1816467294743818,1.8019980820551293,True
-0.20105960869447476,0.5513876670339998,True
-0.05080687172532014,-0.23474454866574054,True
-0.105367834562325,-0.3178126561429255,True
-0.0367971877314788,0.5716960746647515,True
0.4596739831609616,0.10200437707612808,True
-0.13011006343910275,-0.36987599975955565,True
-0.10497729202079825,-0.2580579096753257,True
-0.13212321985536157,-0.3466360811881047,True
-0.18039801588048518,-0.4196667978317641,True
0.008313719456700449,-0.16448688048780727,True
-0.062315849922949196,-0.3276031510809261,True
-0.11640839876587857,-0.32557988088001055,True
-0.9863056297256867,1.5437220352866965,True
-0.18749280745101146,-0.13562525109104126,True
-0.1493071335647707,-0.4544999913518588,True
-0.02383781498863849,-0.24400561595764808,True
-0.4471483356006856,0.023386486390295974,True
0.2770228888799515,-0.02296277236873833,True
-0.8052338636118288,1.4173638812747387,True
-0.4655678726477716,0.42492871485461275,True
-0.08684564060907336,-0.28872798848404807,True
-0.817195641390225,0.8453392698081309,True
0.16333807702214453,0.9415629779309226,True
-0.07118541693036468,-0.16729797538648025,True
-0.10594456523966808,-0.37686788204421473,True
0.3612943647356825,0.01355457182863739,True
-0.07246398076873922,-0.4265946860281839,True
0.008319185310662407,-0.21245521367169043,True
-0.10376493678582502,-0.4467334057334585,True
0.7276575883134063,0.1972092836684014,True
-0.10520009510479467,-0.266428308540448,True
-0.03751172085192838,-0.2799826843142285,True
0.14209640979130014,-0.13138197714552297,True
-0.11823853708269356,-0.33817721469865675,True
-0.13140964741924646,-0.3330385485484255,True
-0.42468804704030294,0.15074506572800977,True
0.38308642190546227,0.30675013924324296,True
0.009840419201422012,-0.20039675193779757,True
-0.24620558668684223,-0.3059320251829234,True
-0.0006764028702483448,-0.18577521959384058,True
-0.23485309694089765,-0.5346127599345915,True
-0.10523032402806032,-0.235724354791031,True
0.9025149963792622,0.3820120988675057,True
0.6800457027333717,0.46256163081280616,True
-0.0849151032577704,-0.27216847155463847,True
-0.1314366755384847,-0.371162169215227,True
0.4806746296278232,0.12832072965713873,True
-0.10108687611481325,-0.2899235359019722,True
-0.5870993163570412,0.3976281518701435,True
0.5857757865520429,0.28154338781059074,True
-0.1849006683673019,-0.30667403642672514,True
-0.18234560301702554,-0.5425047289965554,True
-0.06639751576317919,-0.25275655426770216,True
-0.09486181689848873,-0.3701232754126074,True
1.0778998975215466,0.45484318198513807,True
-0.19477846086408618,-0.38047436940116613,True
-0.8078839248286294,1.5023794185023387,True
1.339643182361241,1.0659384113601191,True
0.019627627852273725,-0.19320499733533741,True
-0.00535573892778693,-0.2071043075420439,True
-0.05509276468404906,-0.2257348412098,True
-0.21164560279654177,-0.47284880612814895,True
-0.18897393930290782,-0.2652935291064328,True
-0.08743048576594063,-0.3116707814041095,True
-0.32703239988911875,0.13893785081907842,True
-0.031253315431117756,-0.21343063587171418,True
-0.016498030401972653,-0.28085145375257814,True
-0.060433844364330094,-0.2824231372701911,True
-0.08023952679919397,-0.23822020262087307,True
-0.08664171548940042,-0.35677512456928795,True
-0.07150697542735375,-0.10464422860492009,True
0.37580629409773975,1.1174699994992212,True
0.2640061535610242,0.25866802730586286,True
-0.11626762244623351,-0.33381670926991475,True
0.4998770975603776,0.49159894343796656,True
-0.013912268434887071,-0.2038546351632128,True
-0.17271995988206107,-0.48270892605050614,True
0.19977481881635828,-0.011421014490027177,True
0.173081205117774,-0.09427904162922325,True
-0.12381827503962047,-0.27872701996757865,True
-0.3334387274400005,0.6385747729413118,True
-0.12071302636259401,-0.46949088140902384,True
0.6094651433957223,0.3136339864420623,True
0.23365019337184584,-0.03395866394685521,True
-0.2375182019721161,-0.2365818177385422,True
-0.08825280874629389,-0.2616657166910909,True
-0.07835554631691548,-0.3158122741737458,True
-0.01573967387930059,-0.2255660455349071,True
-0.21893042662470058,-0.26573403718722877,True
-0.9553250686012423,2.257646606150307,True
-0.11815086647648175,-0.23016553572004408,True
-0.07483454579545135,-0.3897933001060693,True
-0.11725196591042132,-0.42531350646087746,True
-0.0930458855025339,-0.246486929604437,True
0.7261966064354979,0.19248895914441116,True
-0.14231513003339116,-0.2796754730027174,True
0.02759703465360962,-0.18193053053369407,True
-0.16415734562420303,-0.4332619601353047,True
-0.15821973570240402,-0.44147239225019197,True
-0.10126904386876986,-0.3987715903925972,True
-1.0516647207007537,2.1417971248513874,True
0.07081539148632755,-0.15683433755459758,True
0.4142000363848137,0.2562902852338023,True
-0.5165223640329096,0.35843486486480997,True
-0.10383070954589389,-0.24074166992898555,True
-0.16871285420607907,-0.4194898833313826,True
-0.14352904622605242,-0.27761682790276376,True
