Row,z_1,z_2
1,-0.7474618506008781,-2.1529953978451077
2,-0.49431655845475414,-1.6871522579458813
3,-1.75893218449837,2.269875766116543
4,-0.4942234206594103,-1.6827189379209884
5,-0.5520094386536067,-1.8126269916358413
6,-0.4916961131278868,-1.6747299751164397
7,-0.5386265029806654,-1.7538358324334449
8,-0.5929283024280918,-1.8708183448324205
9,-1.518295774213047,-0.9262417292028204
10,-1.539807919553452,-0.9538833675527822
11,-0.6215325404918297,-1.9336972160021915
12,-0.5007201635643698,-1.3815560378476837
13,-0.6209753548240535,-1.9327269112829295
14,-1.8317587892721257,-0.6051800647429355
15,-0.6204723553467149,-1.9318509684960372
16,-0.5972733517406374,-1.8914513243863815
17,-0.5720101978575136,-1.8389427528671436
18,-0.6204694643616333,-1.931845934022557
19,-1.6091798950383667,-0.8730375359602737
20,-0.5980283863264908,-1.8927661708805201
21,-0.597852977997473,-1.8919313105413391
22,-0.5985428498680637,-1.8936620776332347
23,-0.6206868701381715,-1.9322245328688124
24,-0.7071315196420658,-2.0827625962460847
25,-1.9918749930656097,2.1359170125553035
26,-2.1187965725666817,1.9537069421265743
27,-0.5901490247239924,-1.8567983293827108
28,-1.802641323395283,-0.49963781408467106
29,-0.6204268604262488,-1.9317717418780829
30,-0.620449800698093,-1.931811690956673
31,-0.6150020894835534,-1.7800320723098644
32,-0.6199413043987941,-1.9309261757909546
33,-0.4442363226071585,-1.3859993847576852
34,-1.628152036163605,-0.5811677712003842
35,-1.8089162578193603,-0.7739585427204405
36,-0.629827268087068,-1.9100146699017264
37,-1.9606486802229226,-0.4481069896357486
38,-0.7390089619041166,-2.1137865395285087
39,-1.8259340616496966,-0.6134311380851946
40,-1.6641494847668485,-0.8169599766584549
41,-1.3592847648398154,-0.9492376432453073
42,-1.8853691675687931,-0.6874299704492953
43,-1.8822948878577042,-0.462067750660546
44,-0.5842113730400442,-1.8311867589749462
45,-0.6722529330301159,-1.9798578143331427
46,-1.9837516030205122,2.1657423936910214
47,-1.8640370769744476,2.317988001855881
48,-1.8643929665170493,2.289631968787623
49,-2.0895564145301555,2.1614389003023953
50,-0.5901027264020731,-1.856666904778403
51,-0.601262734314112,-1.7142640699982055
52,-1.5954579849367623,-0.8285165482612376
53,-2.177158644353642,1.934205661378618
54,-0.47750929495802075,-1.682889553661073
55,-0.4583925348804686,-1.2501833914762046
56,-1.9543775564143588,2.084390381604601
57,-0.3776261003985719,-1.1449373828768081
58,-0.5286807301577275,-1.7720014744035182
59,-1.9723719669203428,2.1292520094564686
60,-0.5961562348627959,-1.8895059337540931
61,-0.5751268256525213,-1.8528845054221947
62,-0.7449611112947008,-2.1409123407708015
63,-2.0718765784535544,1.9282185798781883
64,-1.8137990919302032,-0.6849823931271678
65,-1.5734141291935972,-0.2645773717666437
66,-2.36787107089829,1.2887608739368177
67,-2.1679061100129493,2.0142153318935794
68,-2.2128893434813928,2.0140686255806672
69,-1.7915714937379508,-0.6527549087066293
70,-0.5085086008449757,-1.54737491491123
71,-1.8441037465812793,2.290114995511671
72,-0.7474504259314707,-2.1529755024829638
73,-0.1980303960276608,-0.7628090031560395
74,-1.4228643462195707,-1.0203849731890897
75,-0.5402027956948229,-1.4963726818943899
76,-1.441482080263758,-1.0264518654671457
77,-1.66733119608781,-0.8013809215562425
78,-2.0641322239033233,2.109495028864214
79,-1.7440600592477242,-0.6366394400064048
80,-0.6319834730303586,-1.922434085758765
81,-0.5120431159558274,-1.4291150855724704
82,-0.6210695810675091,-1.9328910005156406
83,-1.637569672639757,-0.7749516255723163
84,-1.9677939919816039,1.843364983018491
85,-0.5755206212686583,-1.8535702763722766
86,-2.096891961554238,2.049123395088414
87,-0.6755749941378402,-2.0002248983733373
88,-0.574976328846657,-1.8526224244509688
89,-1.7087098143166977,-0.6945458713109456
90,-0.5742063714626872,-1.851281590817759
91,-1.859455506095542,-0.5052152711743225
92,-1.613994495504776,-0.7229236783630263
