instances,instance_hardness
1,0.07569984476242031
2,0.029150120348278352
3,0.8141014313795861
4,0.09779007127630546
5,0.13457941217071578
6,0.02474130162921262
7,0.09338244998122869
8,0.06960404276521992
9,0.2626114046011305
10,0.035636944762044154
11,0.03230080761182286
12,0.09819944579832285
13,0.05801798557660476
14,0.07397458272115764
15,0.0751963351925975
16,0.08775485944636285
17,0.035893651971901086
18,0.08793815800120319
19,0.089432057459503
20,0.049706330695318046
21,0.14807440603334043
22,0.0677938187423589
23,0.0966813115487577
24,0.12726841720483106
25,0.7961238067208618
26,0.8412016672411303
27,0.07128568351256037
28,0.17083783363062366
29,0.06881000452202413
30,0.08337377699888138
31,0.08108949418924816
32,0.012322065767568224
33,0.16777390021046257
34,0.0712375649910526
35,0.16773736985558818
36,0.1031585821876404
37,0.059051120691842596
38,0.084415831624996
39,0.06861057967803397
40,0.24082430320036718
41,0.2436925881485399
42,0.2210610719508469
43,0.18744559553077245
44,0.08739321339214146
45,0.14006938026658466
46,0.8225469958277701
47,0.8492802173976759
48,0.8529801728201527
49,0.8630997141381045
50,0.1978943762897054
51,0.19393619788672645
52,0.23262585946656655
53,0.8611938400157964
54,0.10839269168363885
55,0.16774313215710623
56,0.8251722264906634
57,0.13001466945464557
58,0.07470833107015762
59,0.8213275566300544
60,0.10895093807375411
61,0.11833601188564868
62,0.2094151678425764
63,0.48446312599157504
64,0.11490386062026903
65,0.18636568376730422
66,0.8267380358871136
67,0.8661340203093708
68,0.8585577636738952
69,0.11982071047564613
70,0.22365625814882906
71,0.8330233888450564
72,0.10924656985223635
73,0.34497305546910306
74,0.1855415154162251
75,0.2009382601655939
76,0.2006340556980155
77,0.10540461206838458
78,0.8432615887649606
79,0.2489741344126618
80,0.21170361576225694
81,0.08966150364780967
82,0.0755518202034493
83,0.05582044197444691
84,0.6177606459061263
85,0.09734522329498274
86,0.8581578536444963
87,0.10568765537568803
88,0.12533440900902104
89,0.21840876613171767
90,0.07650085567914222
91,0.23061620290799545
92,0.23568644788607096
93,0.03156531105215343
94,0.030327898704434753
95,0.8793033014749414
96,0.8354816919147051
97,0.8974603594141483
98,0.09562847795219898
99,0.0457437761308761
100,0.14863141460022122
101,0.17030440250803036
102,0.04271474694321864
103,0.8396834697564302
104,0.8303134345933643
105,0.1901247177411841
106,0.8080455836341975
107,0.03321903751758115
108,0.09431779086900227
109,0.0935222814919735
110,0.0991620556876257
111,0.030316067684201364
112,0.09556520227445109
113,0.17433299523489243
114,0.19071275604240445
115,0.2403622450740347
116,0.027300899517801236
117,0.18977537828761337
118,0.11853029332890108
119,0.13029371340154106
