Row,DCP,CL,TD_P,TD_U,LSR
z_1,-0.4156568723074679,-0.4549079198761662,0.22650466877616374,0.11941550752670642,0.056740746024542245
z_2,0.5005544694439261,0.04851887248943573,0.12312079737153189,0.20795479354074659,0.26230765808599527
