z_1,z_2
0.46935099001081604,0.5614888776764236
0.47037113887945525,0.5704006959838727
-1.6278352482320095,-0.37583944317441104
-0.3661216010704495,-2.1448838692791576
0.4526066616904158,0.41500954513880645
-0.9443746689133439,-1.036768645677747
0.10602320724765077,0.4587879692182452
-1.6477295164732029,-0.19349824187187867
0.19725538171378088,0.2441070743652105
-0.1288678179718835,0.10160344746973747
0.11490595010575301,0.5280885954801409
0.0628593178661541,0.12266607941252626
0.4240030926557005,0.17512960177029363
0.44138227284900666,0.5394367530495967
0.2839325475710291,0.7181589254073631
0.42391629485702204,0.16520577730988706
0.4704562790776884,0.5802384758171271
0.4704562790776884,0.5802384758171271
0.21116154180863836,0.3014340421631839
-0.09179182968644664,0.6667362198090404
0.47037113887945525,0.5704006959838727
0.0628593178661541,0.12266607941252626
0.47037113887945525,0.5704006959838727
0.47037113887945525,0.5704006959838727
0.02326833793503348,-0.17764795818502907
0.351365362939482,0.18242527224875632
-0.13999574703447282,0.1717420494000816
0.47037113887945525,0.5704006959838727
0.047557431789916386,0.0018780096340124644
0.4451309916250419,0.4156784316798328
-0.0941506577231169,0.6583203486575111
-0.2051743785342695,-0.46053125932265704
0.09674037506500571,-0.5828668486808964
0.05674948775786526,0.0755927949624414
0.4572514445514295,0.45565518330449717
-0.6839458740408544,-1.5212928251726512
0.2839325475710291,0.7181589254073631
-1.7598562132656954,0.6581161722300161
0.09475959983485298,0.09805098893928084
0.0762088461359158,0.23532832906599924
-0.27642566457055684,-2.1728049323285648
-0.14736620449887025,0.2627650277078585
0.05019385491644269,0.12860301500984211
-0.5752531091315695,-1.3820748231679292
0.17300154106732007,0.1448332558658735
0.28384124727113214,0.7084672996675297
-0.05485187343708413,-0.18598131288048067
0.2272813851677725,0.3681734680730288
0.11468355140029904,0.08974049509540315
0.47020693004179265,0.5689663821965648
0.47037113887945525,0.5704006959838727
-0.3324203265582276,-2.1348556288954046
-0.16579403788204572,-1.882659425079927
0.47037113887945525,0.5704006959838727
-1.8542093691830257,0.15297856724578274
0.3007417456869098,0.1501385620162625
0.47037113887945525,0.5704006959838727
0.23412145460162476,0.3056364721938304
-2.596436932611896,1.3299992411773045
0.47037113887945525,0.5704006959838727
0.4208749417419148,0.536212960984913
0.47037113887945525,0.5704006959838727
0.0282933205666333,0.5238637836270247
-0.8209881060451517,-1.1868128348991154
0.0628593178661541,0.12266607941252626
-0.45955976203455773,-2.0356604450365583
-1.0141202825139608,-0.8162536378705805
0.2839325475710291,0.7181589254073631
0.11490595010575301,0.5280885954801409
-0.1314300986891332,-1.577794583745078
-0.369226318705873,-1.2109041019010174
0.18628773468886736,0.13669240253193599
0.47037113887945525,0.5704006959838727
-0.16091788991275938,0.1506332597082012
0.11490595010575301,0.5280885954801409
0.1934914409520502,0.22297836603145008
-0.16390674716184245,0.13935029111138336
0.0628593178661541,0.12266607941252626
-0.4304691050271711,0.24240398563550916
0.045457722968772186,3.0161775354547058e-05
0.28384124727113214,0.7084672996675297
0.4704562790776884,0.5802384758171271
0.09515086623350331,-1.9292759162607171
0.47037113887945525,0.5704006959838727
-0.16975453759487563,-1.5659460643017085
0.47037113887945525,0.5704006959838727
0.11490595010575301,0.5280885954801409
-1.1497714360810978,-0.6064172035266232
-0.09259395480502755,0.6608088061570534
-0.5006336623720181,-2.147975643584589
0.4704562790776884,0.5802384758171271
0.0628593178661541,0.12266607941252626
0.47037113887945525,0.5704006959838727
0.11490595010575301,0.5280885954801409
0.47037113887945525,0.5704006959838727
0.28384124727113214,0.7084672996675297
0.40584147668841053,0.5171418968065863
-0.46175922827068266,-0.7917397852975828
0.44605573409803345,0.5423897023344683
0.26572863400854924,0.41719579163817005
0.05867647094311829,0.09041683506394219
-2.299210161828903,1.0361268239765609
0.4048393209802416,0.5263415500203973
0.13251230797835034,0.13052751328896725
0.2267021700203198,0.14138669204146168
0.08513158337223851,0.04924576107417655
0.10773962422743415,0.0727202862526566
0.42107780137552003,0.5272660565268752
-0.8598068493126595,-1.145596287436894
-0.2962098219732859,-2.1709745208454216
0.24909712200474854,0.15391569313261447
-0.15183806099682384,0.22753489554985307
0.09091470587989697,0.34077059103503277
-0.2184313594713896,-0.267654004536964
-1.5063241526839894,0.34490128782974827
-0.14587539831913496,0.2629267543629902
0.42391629485702204,0.16520577730988706
0.28384124727113214,0.7084672996675297
0.4240030926557005,0.17512960177029363
0.4122635933947746,0.17366226573995538
-1.799103138812976,0.05529396093797758
-0.15234420272150365,-1.4555962772950979
-1.2887943288103463,-0.15643863011809075
0.0628593178661541,0.12266607941252626
-0.1797354456837753,-1.8984278435421202
-0.15490595083008982,-0.37227257616332116
-0.4108971273707009,-0.9374576328030724
0.47037113887945525,0.5704006959838727
0.28384124727113214,0.7084672996675297
-0.0550219134320874,-0.186168921192432
0.21576657204792798,0.3471126107393414
0.045457722968772186,3.0161775354547058e-05
-0.16390674716184245,0.13935029111138336
0.0628593178661541,0.12266607941252626
0.22556603233061287,0.3610592363049147
-0.17403792345726782,-2.122139869118076
-0.795770570793261,0.19357729791110703
0.12505954530884475,0.09081705424067159
0.28358853786392485,0.7064388954026393
0.47037113887945525,0.5704006959838727
0.42391629485702204,0.16520577730988706
0.028910299201159513,-0.12671917242707761
0.11465627606616755,0.5261428236249717
-0.14312524328818835,-2.1684671006211573
0.47037113887945525,0.5704006959838727
-0.14885338296693518,0.16203535432652277
-0.6105863684558427,-1.763157494841271
-0.3892614080757042,-2.142770866913515
0.23412145460162476,0.3056364721938304
-1.663140533463996,0.4992463142555166
0.28384124727113214,0.7084672996675297
0.06966934869318116,0.17535685213900787
0.19695392782782964,0.2428673180439724
-0.20818270484857743,-0.46557068565974064
0.18629625509012254,0.24092657326980388
0.22375794546372013,0.3592565008166818
-1.4466949108875709,1.0678128654038488
0.2152650364167667,0.3183970584986571
0.12503986221376476,0.1005802890282075
0.11410768552675832,0.5218670053302258
0.47037113887945525,0.5704006959838727
0.44948176456594724,0.5543618668222965
0.47037113887945525,0.5704006959838727
0.47037113887945525,0.5704006959838727
-0.5428325240035792,0.17155808072132858
0.28384124727113214,0.7084672996675297
0.4687622072694979,0.5568097205057175
0.036173961800946154,-1.2162111245340437
0.21278985816852733,-0.2427193711371366
-0.08555184862431224,0.26949928055979244
-0.28223133630589653,-2.16216204074179
0.2829380670003135,0.7012161308701653
0.18361599497484632,0.1462835627804208
0.03012229893605605,-1.93139925140278
0.3931621414965357,0.5159361431407719
0.16869559536350864,0.13685391872031924
0.062956207721352,0.13256924204616807
0.11490595010575301,0.5280885954801409
0.47025276381500536,0.5784622517432179
0.4702054749049501,0.5780495103548349
0.13125936891603027,0.10710705599071706
0.07342743762876153,0.037157874932162605
0.47037113887945525,0.5704006959838727
0.28384124727113214,0.7084672996675297
0.42855587679956225,0.5313580519992982
0.4704562790776884,0.5802384758171271
-0.8245903292770412,-1.1830465303412847
0.05166252083712234,0.04566763572920374
0.0628593178661541,0.12266607941252626
0.19719593792659432,0.3013176421689101
-0.18165471048817838,-2.141496140039164
0.05788782950811188,0.08434731584497243
0.22508347939877268,0.3647510390329218
0.18415180498747769,0.6563541301716512
0.11132127930120356,0.5001390948020749
-0.03526502784049946,0.11179387089928515
0.4704562790776884,0.5802384758171271
-0.6397304145627591,0.2102683117248626
0.42391629485702204,0.16520577730988706
-0.195324783529404,-2.053145731063438
0.27983467886839075,0.4165969161250053
0.47037113887945525,0.5704006959838727
0.3728329391056097,0.24057085093263658
0.4343341739731155,0.5537567605494136
0.06506718474942681,0.02855032498778648
0.17691542829444387,0.16078355257813132
-0.12378721108384663,0.4375710892971979
0.38882308874220683,0.5065643449052937
0.22884420663998806,0.37465734456462113
0.47037113887945525,0.5704006959838727
-0.40401346945893163,-0.7860099272009483
0.264830525480805,0.6849558263902428
0.1181983308386666,0.08363627246264664
-0.39805488304269576,-0.9899220301787113
-0.1639500084986239,0.1399065155401848
0.11330832237229302,0.5156353906130433
0.10421890202429696,0.44469730128283697
0.08185198608365502,-1.9291103773675171
0.14605789150905035,0.13207210851598658
0.12604338972613446,0.5922763284669735
0.3569862880805763,0.15693345227401842
-0.10290224341161519,0.10441493620565898
0.47028489325441064,0.5696473758526014
-0.17314145327348535,-1.891958559876457
0.4704562790776884,0.5802384758171271
0.07377419164754598,0.12388946966623814
-1.265629007993565,-0.62455760043523
-0.2635944334863685,-1.0830003765789415
-2.080360400467923,0.5916216994448559
0.11490595010575301,0.5280885954801409
0.045457722968772186,3.0161775354547058e-05
0.4475677842160081,0.543346181436237
0.05829806765103197,0.01987558207457437
-1.8878781127335083,0.7451372980916475
-0.10517266922733856,0.10416865883435886
0.42391629485702204,0.16520577730988706
0.46378671541566713,0.5517590246078994
0.21286609009312416,0.30847792451696304
0.045457722968772186,3.0161775354547058e-05
0.11490595010575301,0.5280885954801409
-0.7452778014251845,-1.3070835808124137
-1.4375969635766783,-0.4337684842536104
0.11490595010575301,0.5280885954801409
0.020730773810224153,0.48307269954068266
0.11457783546477592,0.5255314859067796
0.2404929866372471,0.14300142632716262
0.42391629485702204,0.16520577730988706
-0.3133302924302231,-1.0911703626814868
0.1963901312804438,0.1477610381563061
0.28384124727113214,0.7084672996675297
0.06936703124934841,0.17301334285190528
-0.3799930091011938,-2.1639102005278654
-0.29669502890475474,-1.4083764819642939
0.17841657385327842,0.1669087740654128
-0.6199186526660522,-2.1159154661705375
0.42391629485702204,0.16520577730988706
0.16687706293951052,-1.595668167195074
-0.07409243660788012,0.2620762776996234
0.46931628688586746,0.561185671763918
0.47037113887945525,0.5704006959838727
0.2578959850039234,0.4987636470328209
0.23412145460162476,0.3056364721938304
-0.27098574762383576,-2.1738233403353178
0.19141760536955946,0.22012309292377644
-0.6700043916775829,-0.8394123749964347
-0.39066483867318164,-1.9746703140710977
0.3872771898185331,0.5154379726682685
0.2109254574533759,0.30045871888783077
0.42409011494524146,0.5285540366382321
0.47037113887945525,0.5704006959838727
-0.07423075118082886,-1.6996028856494318
0.11991815393559593,0.09038359886396242
0.28347254151261925,0.7055077131920945
0.47037113887945525,0.5704006959838727
-0.2852525600787816,-0.7036126398957029
0.2652223594741587,0.4069317218707344
-0.09179182968644664,0.6667362198090404
0.1125224063729509,0.07770772397772957
0.22525137728495778,0.35975452853513123
0.47037113887945525,0.5704006959838727
0.06359189697372762,0.12832363764252844
0.47037113887945525,0.5704006959838727
0.47037113887945525,0.5704006959838727
0.28384124727113214,0.7084672996675297
0.31440686346307584,0.15177715998540062
0.42391629485702204,0.16520577730988706
0.47037113887945525,0.5704006959838727
0.17099250045919703,-0.17486301990657993
-0.04896577606543822,0.27351522909519554
0.0628593178661541,0.12266607941252626
-1.0936188289023803,0.36470041239272283
0.07851960711406011,0.24411432799482272
0.42391629485702204,0.16520577730988706
0.3521057840067304,0.47703070180378715
0.40313852542812406,0.5154577562355893
-0.09701555436210849,0.21493475724438466
0.470300115790553,0.5788755371509281
-0.053449862231501326,-0.18330467681113946
0.4466347412207082,0.5674093897070545
0.3959477905183813,0.2837529626269769
0.11232905999147869,0.5171371565906258
-1.2613140147114505,-0.6290613477588272
-0.2511463301664982,-2.0683573151625696
0.47037113887945525,0.5704006959838727
0.061785515482469,0.11437828288371543
-0.07102397853399502,0.2710910902358252
-1.0019766538046322,-1.159000569719119
-0.7196291043910739,-1.4687000042858507
-0.7644857223508849,-1.3125169334888043
-2.0361895281361386,0.8320456737797168
0.04000572279613066,0.527582362102173
0.3493388125056369,0.176958864593897
-0.20818270484857743,-0.46557068565974064
0.22261991349400276,0.35840963683531374
-2.0700954950345167,0.5297777131065553
0.47037113887945525,0.5704006959838727
-0.5273836862421266,-2.1236098933072385
-0.09646043029833715,0.6412332155364289
0.47037113887945525,0.5704006959838727
0.2056919340899817,0.35577919130412555
0.40465390296479486,0.5262260880752271
0.15077778726959667,0.6118518041282467
0.20943128591193463,0.2942874920051056
0.18254933693706843,0.19333919908506822
-0.360256979012326,-2.1000514262841947
-0.22026328910137977,-2.175960508052477
0.09656166372407933,0.05998223148886659
0.05925078642614559,0.09483908757116111
0.4240030926557005,0.17512960177029363
-0.17209506754085305,-0.5287942055120699
