Row,bagging,logistic_regression,random_forest,svc_linear
1,-0.8627742141250696,-2.5002853436817842,-0.12759769037512575,-0.9863603932248034
2,-0.7936585219235898,-2.4498252670293312,-0.809737587090913,-3.0768015176782364
3,3.236186756367138,2.6591158549579896,3.3724735215452526,2.3721716635511356
4,-0.7479446818819597,-2.211926136430614,-0.12759769037512575,-0.22801969724086782
5,-0.8116568984040862,-1.26708305608318,-0.7949264182073426,0.8368898876452917
6,-0.7936585219235898,-2.505429123993651,-0.809737587090913,-3.2671196737284918
7,-0.7686701049077561,-0.80318684098903,-0.6404589214506293,-1.2806590731210739
8,-0.7936585219235898,-1.8188236327570755,-0.809737587090913,-1.5435105139173593
9,-0.8116568984040862,1.980403918559452,-0.4570370272277202,1.8299189384683665
10,-0.734370995067626,-2.4791010998972607,-0.10349898062596774,-2.931605041554404
11,0.5907635884436568,-2.4743009919132986,-0.7791441938666958,-3.3566843796560386
12,-0.8238690334374855,-1.8552912293916899,-0.7868623526314937,-0.26270568076314904
13,-0.8074584680177691,-2.53888719814144,-0.8789012256962294,-1.5972622034518493
14,-0.7936585219235898,-1.749714030431634,-0.809737587090913,-1.3914227701523518
15,-0.7686701049077561,-1.2667593781045223,-0.8404277530242219,-1.6888387057558363
16,-0.7936585219235898,-1.3830794645939972,-0.7623710289424521,-1.042974662271064
17,-0.7936585219235898,-2.3793613730052416,-0.809737587090913,-2.78173161914292
18,-0.8116568984040862,-2.409423395952898,-0.7949264182073426,-0.3686314422253141
19,-0.8889280284870581,-2.341548949425387,-0.8789012256962294,-0.3103383960646551
20,2.514041182512063,-2.5527329030351416,0.16810289957428715,-4.085724504533869
21,-0.6914262896138521,-0.6255979077131757,-0.7949264182073426,0.8819542216689863
22,-0.7936585219235898,-1.8659285520360258,-0.809737587090913,-1.5945682173224973
23,-0.7686701049077561,-0.6547419172362595,-0.8404277530242219,-1.2171059740092425
24,-0.3799651929229537,-1.3473079189047408,-0.12759769037512575,0.365454993174503
25,3.236187022108278,2.531438948453452,3.372473589106956,1.9652463443203114
26,3.2361869950700894,2.7481843469599734,3.3724735316071697,2.529972768319547
27,-0.7936585219235898,-1.8025452284227461,-0.809737587090913,-1.477643291468154
28,-0.8238690334374855,0.18092357850652555,-0.8115137476375403,1.0959692583822647
29,-0.8116568984040862,-2.5329114108100845,-0.8224952379793643,-1.12296055056104
30,-0.7686701049077561,-1.0713248159636815,-0.8404277530242219,-1.467833139212069
31,-0.8889280284870581,-2.3782138114689326,-0.8789012256962294,-0.6451163000712485
32,-0.7686701049077561,-2.5447946988139947,-0.8404277530242219,-3.901199371974265
33,-0.8889280284870581,0.23893220105053248,-0.8257668424759891,0.9339721016164815
34,-0.7686701049077561,-1.5560314741864132,-0.8404277530242219,-1.65343682779004
35,-0.23617952539572432,0.3813893165818636,-0.4779343142765568,0.5728860082222852
36,-0.4981986110548928,-0.5122491837559421,-0.5624265666157566,-1.181494925486745
37,-0.7957478037193475,-2.4705578500457763,-0.8115137476375403,-1.6083577409169314
38,-0.7957478037193475,-2.1823703573811715,-0.7152334144206303,-0.6712160525767676
39,-0.8889280284870581,-2.520053494154951,-0.8789012256962294,-1.1098615258134443
40,-0.8889280284870581,1.8222008670908394,-0.6398213473399385,1.4215282515879946
41,-0.8238690334374855,1.6792860239853638,-0.7648343613878605,1.837154018596463
42,-0.56872718361362,1.1331221895267742,0.14854888375255815,1.6484178903526066
43,-0.7686701049077561,1.3254687444022106,-0.8404277530242219,0.28721819367529283
44,-0.734370995067626,-1.4512005629946367,-0.33355430140435954,-1.1212759613680998
45,-0.8889280284870581,-0.8723595621634245,-0.5681665480497499,0.7488164744523149
46,3.236187022108278,2.6824469716847434,3.372473589106956,2.105701918783874
47,3.2361870197542246,2.693989964340562,3.3724735877202754,3.032379686168405
48,3.236187022108278,2.796133921934945,3.372473589106956,2.3479231014823223
49,3.236187021439933,2.695290916907237,3.3724735918007247,3.513218789555725
50,-0.7686701049077561,1.5290349344697118,-0.8404277530242219,0.34633227850371523
51,-0.8889280284870581,0.9522626115174384,-0.7683759720427006,1.11520303749948
52,-0.8116568984040862,1.5538799557811158,-0.7366236848708219,1.6468314435310998
53,3.2361869619893566,2.7132017230609464,3.3724735600960525,3.528109893539909
54,-0.6154422683069476,-1.7979289171826132,-0.8257668424759891,0.08790122120764034
55,-0.7686701049077561,1.007700726560657,-0.8404277530242219,-0.021334102049577947
