Row,Area_Good_Normalized,Density_Good_Normalized,Purity_Good,Area_Best_Normalized,Density_Best_Normalized,Purity_Best
bagging,0.8795306945592746,1.0687451453716421,0.9894382604193632,0.0019364437957368062,0.1256595647040652,1.0
gradient_boosting,0.8710163798013979,1.0788011753253144,0.9986016159105034,0.0,0.0,0.0
logistic_regression,0.8217114282884607,1.1371950573409384,0.99687516275194,0.0,0.0,0.0
mlp,0.8935927626194109,1.0877625490602596,0.9912381715315676,0.0,0.0,0.0
random_forest,0.8834893993475257,1.0643970295570935,0.9929617554210008,0.007311798416820524,1.1048779880239008,0.7048192771084337
svc_linear,0.803526736503023,1.1460330679545965,0.978966282633971,0.15642453232180736,0.17547072954682547,0.8865248226950354
svc_rbf,0.8833117283302165,1.0633439269936886,0.9946113989637305,0.004922776443312675,0.13840391175488811,0.0
instance_easiness,0.8352087160374441,1.1217309921040863,0.9953768635395563,0.0,0.0,0.0
