Row,z_1,z_2
0,0.5743619751478743,1.764252579067698
1,0.5999987615270761,1.7632332831982285
2,0.6599074265573135,1.7548039740499912
3,0.738036482619386,1.7399360035660658
4,0.7607962627265972,1.7371293719383982
5,0.8497796800124411,1.7188306588559268
6,0.6030941917070112,0.5271336625540975
7,0.35421165145672634,0.736216944452939
8,0.2226277923207621,1.1294517218640376
9,0.23218092567834148,1.6446220101280176
10,0.3860170724579145,1.7284239666384182
11,0.491647354522462,1.774753296206192
12,0.5373953802607926,1.767238575459883
13,,
14,0.08714613366529722,1.561305032012501
15,0.1327415547516699,1.5956234898151496
16,0.03999208253327416,1.3176326335662363
17,-0.02196305202317622,1.467119777350089
18,,
19,1.6274777236978621,1.4329703883192064
20,1.237503069045548,1.645015260340114
21,1.4026407620422034,1.6255524013122655
22,,
23,1.4572191106456032,1.6260912075559706
24,1.5796766894360936,1.5168237487557843
25,1.4026407620422034,1.6255524013122655
