Row,Area_Good_Normalized,Density_Good_Normalized,Purity_Good,Area_Best_Normalized,Density_Best_Normalized,Purity_Best
bagging,0.9879767989800027,1.0112539413503727,0.9464528228674901,0.0,0.0,0.0
logistic_regression,0.962480642104363,1.0371022753040164,0.9859537834164024,0.0100786494675238,0.025643120189350825,1.0
random_forest,0.9882228181228526,1.0109368065635436,0.9498124434096494,0.9692374779017869,1.0289390562493432,0.09491415613864594
svc_linear,0.9667684114374346,1.0328367291215306,0.990358483240585,0.0,0.0,0.0
instance_easiness,0.970243573548814,1.0293371552556267,0.9543895969463674,0.0,0.0,0.0
