Row,N2,kDN,DCP,N1,CL,TD_P,LSR
1,0.360468349620139,0.1000970128604801,0.017748411333826722,-0.0013283771843328744,0.05471905887530809,0.16581428680795454,0.8147451702408073
2,0.008502788741449918,-0.00032892892571068566,0.017825132117191465,0.0007333170563264035,0.05516389182377611,0.16829035688017685,0.9046392426460493
3,1.0007522339516228,1.001038547046123,0.9661781177734526,0.9992833942911735,0.9671838208124245,0.9997247931077288,1.000260185033708
4,0.14877737322526174,0.10016383698020938,0.015739221743155753,0.0007361259415517801,0.055379948936429425,0.16758597774352738,0.9104991115931755
5,0.33280000326852827,-0.00041892224154765656,0.017534784611943542,-0.0016753290818302506,0.05558875699912323,0.1663034081507458,0.8362953216429589
6,0.1184666927529114,-0.00027738261183886116,0.016951909708018024,0.0016335227526506405,0.05619772222827371,0.16915448489193,0.9128967819124969
7,0.49916168692899376,0.10034218896196165,0.017647049694717146,0.001986939663659572,0.05541006664010618,0.1663108804054052,0.9162090986634349
8,0.007640485751182369,-0.000105221294216947,0.019079048848444292,-0.0011159363573262084,0.05676845283090801,0.1659191909077072,0.8890956889380234
9,0.5072627259332543,0.9002381245234068,0.032898675814034356,0.9997163682951923,0.05561870278232885,0.5003175311723569,0.9094937655308829
10,0.39953465658001586,0.3007106052971845,0.03211392222453298,-0.0014406703507483358,0.05539410936575965,0.5003438999526527,0.7752750049832366
11,0.39650956552284483,0.0014685424173638611,0.018186989224567126,0.0002643603714049971,0.05410558168127882,0.16629553440215725,0.7580952327340872
12,0.07734474668553386,0.0013914495383268964,0.016950502223630072,-0.0002979516236754991,0.054583591254467094,0.16695927971237406,0.9900637677509725
13,0.3133019061870366,0.0008964197281840076,0.018002079772002983,-0.0011313557479661622,0.056175397215456516,0.16598914860654163,0.8140463451708569
14,0.3379454275959648,-0.0009716819123209053,0.032428128144348194,0.0011761288443381352,0.057046189434704186,0.33248614676697363,0.8220082086806199
15,0.004880368441035019,-0.0004941846471332469,0.017786573992195596,0.0005527566478800146,0.055868339796196057,0.16701036928917976,0.8360691447992313
16,0.12199788681539825,-1.1686261587441391e-06,0.019213513139245037,0.0002664855560801006,0.05700383381283577,0.16581029902624345,0.8120647165339234
