Row,N2,kDN,DCP,N1,CL,TD_P,LSR
z_1,0.0918731129511086,-0.0859191267238664,-0.3859980965409104,-0.055981951504146844,0.09431302452536136,-0.18726115225753445,-0.20523647073846885
z_2,0.20236614373823314,0.2215563306458145,0.06493467684255977,0.08451620870219527,0.2332672259530982,-0.14602742815203554,-0.08143065116695423
