Row,N2,kDN,DCP,N1,CL,TD_P,LSR
1,1.8145458268506374,1.3527639889537053,-1.9686520215404255,-1.290817906463809,1.6662222246430936,-1.7522948746408378,-1.8262816782124331
2,0.06703970966023526,-0.6239134169579934,-1.9686520215404255,0.35501157364163693,1.6662222246430936,-1.7522948746408378,-1.5804659610740135
3,1.8145458268506374,1.9810026266033938,3.348370118272138,2.040165784501335,1.6662222246430936,0.16824600642614607,0.8589081414795837
4,1.8145458268506374,1.3533334784405198,-1.9686520215404255,0.3566254694120528,1.6662222246430936,-1.7522948746408378,-1.538059409059199
5,1.8145458268506374,-0.6273891962776187,-1.9686520215404255,-1.6834216643633226,1.6662222246430936,-1.7522948746408378,-1.8052103133048922
6,1.8145458268506374,-0.6219247828127058,-1.9686520215404255,0.8079496884189974,1.6662222246430936,-1.7522948746408378,-1.518915556734584
7,1.8145458268506374,1.354850763590837,-1.9686520215404255,0.9546669379763563,1.6662222246430936,-1.7522948746408378,-1.490595458569109
8,0.00675739720660458,-0.6152945784960078,-1.9686520215404255,-1.069996295135163,1.6662222246430936,-1.7522948746408378,-1.6678391549931206
9,1.8145458268506374,1.9810026266033938,0.21974536724338217,2.040165784501335,1.6662222246430936,-1.7522948746408378,-1.5457649560340594
10,1.8145458268506374,1.9342125556874468,-0.007188942460618486,-1.4134043793893434,1.6662222246430936,-1.7522948746408378,-1.8446482527804544
11,1.8145458268506374,-0.5555134485615119,-1.9686520215404255,0.06536862768054594,1.6662222246430936,-1.7522948746408378,-1.8483830687589715
12,1.7203793895418864,-0.5584074985539493,-1.9686520215404255,-0.3407999139501398,1.6662222246430936,-1.7522948746408378,0.2818429963389041
13,1.8145458268506374,-0.5770747933000534,-1.9686520215404255,-1.085550507201564,1.6662222246430936,-1.7522948746408378,-1.8267921023721299
14,1.8145458268506374,-0.6488467365111467,0.08269407893561016,0.5932213225941932,1.6662222246430936,-1.7522948746408378,-1.8204089180918186
15,-0.20055707963401131,-0.6302998184143092,-1.9686520215404255,0.24833341974815115,1.6662222246430936,-1.7522948746408378,-1.8054956245346205
16,1.8145458268506374,-0.611296065627904,-1.9686520215404255,0.0667761848415166,1.6662222246430936,-1.7522948746408378,-1.8281914714620024
17,1.8145458268506374,-0.6621114370427736,-1.9686520215404255,-1.2111771966212332,1.6662222246430936,-1.7522948746408378,-1.7121101688613822
