instances,feature_DCP,feature_TD_P,feature_CL,algo_bagging,algo_logistic_regression,algo_random_forest,algo_svc_linear
75,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.011935664005564454,0.29312135186254784,0.006603994313763099,0.698241660212813
76,0.03194888178913735,0.5,0.05262787124785495,0.012124809812010601,0.3673306162567623,0.007123538804279021,0.741923260595619
77,0.03231939163498099,0.3333333333333333,0.05262787124785495,0.01251141279635536,0.078048763023662,0.0070309446335722675,0.43895787459115315
78,0.9663481268687343,1.0,0.9664390408372255,3.8525327962720115,1.5464974287556563,3.3959899110697087,1.3821330786618344
79,0.03231939163498099,0.3333333333333333,0.05262787124785495,0.011935664005564454,0.5917404477274826,0.006603994313763099,0.9018469702939973
80,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.012866722636425828,0.47846914207814556,0.007513429574976989,0.8254543357348758
81,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.011091458230942187,0.0385557621459051,0.0063637349175355434,0.02861285813588464
82,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.011144090636570084,0.033327272735786305,0.006651494983979551,0.3497888951499116
83,0.03231939163498099,0.3333333333333333,0.05262787124785495,0.011091458230942187,0.019220063602074726,0.007248427203536049,0.01762681722407936
84,0.9663481268687343,1.0,0.9664386911101381,0.38599621622454294,0.9675289803324155,0.1459627819593157,0.9964429715182282
85,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.01229976858266634,0.0891024782075191,0.006603994313763099,0.42102878519956827
86,0.9663481268687343,1.0,0.9664390408179712,3.801534622734834,1.8907317129129224,3.908359090829155,1.4590919108360099
87,0.021582733812949617,0.6666666666666666,0.05262787124785495,0.01251141279635536,0.1333537306409946,0.02020094768921411,0.566452361990916
88,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.012124809812010601,0.03209512949500032,0.006223861144955414,0.45923910134753365
89,0.03231939163498099,0.3333333333333333,0.05262787124785495,0.012124809812010601,0.3788642124299483,0.007088063576014198,0.7532161906941447
90,0.021582733812949617,0.6666666666666666,0.05262787124785495,0.04315708287763417,0.021227128470481613,0.009123471390315312,0.3493421961756862
91,0.03194888178913735,0.5,0.05262787124785495,0.011935664005564454,0.6288219930778958,0.007491923894768101,0.9317266012198493
92,0.03194888178913735,0.5,0.05262787124785495,0.011144090636570084,0.5346067683553556,0.00808239451699953,0.8705131005571773
93,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.014047067442215757,0.0054047296374627055,0.006641968248236297,0.2700948040941424
94,0.03231939163498099,0.3333333333333333,0.05262787124785495,0.011091458230942187,0.0015636852525871946,0.0063637349175355434,0.001879669989861419
95,0.9663481268687343,1.0,0.9664390410671286,3.79625378103141,1.6567640699329051,3.7397057378959704,1.1969537230591587
96,0.9663481268687343,1.0,0.9664390226739789,3.6651622968733064,1.430953494952762,2.8800122804688533,1.1399479888515907
97,0.9663481268687343,1.0,0.9664390405451464,3.79625378103141,1.833217449003268,3.8676211155002123,1.2417110355318177
98,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.017799586462167782,0.006267273915579093,0.009291395680104628,0.2767615538339994
99,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.011091458230942187,0.0025274578093594405,0.0063637349175355434,0.0015162277224299637
100,0.03231939163498099,0.3333333333333333,0.05262787124785495,0.011144090636570084,0.23068869789684499,0.00973903094865035,0.6953819600979266
101,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.011935664005564454,0.11403183667787303,0.006603994313763099,0.4668357759489623
102,0.03231939163498099,0.3333333333333333,0.05262787124785495,0.012124809812010601,0.012339109577466829,0.006223861144955414,0.38276532703819727
103,0.9663481268687343,1.0,0.9664390256974001,2.9073101395007894,1.4844435721332465,3.334470589994336,1.350881964957435
104,0.9663481268687343,1.0,0.9664390398080798,3.579596693464253,1.4976091606339,3.3447438060605723,1.376628071649445
105,0.03231939163498099,0.3333333333333333,0.05262787124785495,0.038295891113210564,0.41016764210645856,0.014305625346465439,0.7672051223836079
106,0.9663481268687343,1.0,0.9664389620728676,3.3839422477034233,1.4777653079003106,3.807691507052535,1.323043397215087
107,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.011144090636570084,0.004279741610767572,0.006651494983979551,0.16553518805531783
108,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.014295472402841009,0.00490440708944064,0.007983055442311896,0.17409206147405437
109,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.01251141279635536,0.00963737563998907,0.006171628333396203,0.2294049361442763
110,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.011091458230942187,0.026554215703895687,0.0063637349175355434,0.018131035190164877
111,0.03231939163498099,0.3333333333333333,0.05262787124785495,0.01251141279635536,0.0034140988463588584,0.006587335108490244,0.1843855103331852
112,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.011144090636570084,0.005277057113669859,0.006797112951686678,0.17597334978659823
113,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.011935664005564454,0.3330884044588481,0.006603994313763099,0.7289074828596231
114,0.03231939163498099,0.3333333333333333,0.05262787124785495,0.011144090636570084,0.2292409599183063,0.014485802922049509,0.7019235359117004
115,0.03194888178913735,0.5,0.05262787124785495,0.011935664005564454,0.42473823008633055,0.008547568739311602,0.7946345896342885
116,0.03231939163498099,0.3333333333333333,0.05262787124785495,0.011144090636570084,4.171669144591851e-05,0.010477595534729796,0.04606826725896264
117,0.021582733812949617,0.6666666666666666,0.05262787124785495,0.012124809812010601,0.2687281449157723,0.03344105606035795,0.7468678619984195
118,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.011144090636570084,0.09808903873979427,0.006651494983979551,0.4802633933244383
119,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.011144090636570084,0.035274871580748796,0.006677304519389984,0.360721852872836
120,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.011144090636570084,0.20410155446966669,0.006651494983979551,0.6720499325100412
121,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.011935664005564454,0.42558619145080023,0.007513429574976989,0.7785786507996774
122,0.9663481268687343,1.0,0.9664390411040724,3.812063689324339,2.05779926854951,3.8659839497345043,1.2107390873038748
123,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.01593958158284303,0.6495598377147748,0.008255603391718528,0.5472440787441029
124,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.011091458230942187,0.0036316601817074044,0.0063637349175355434,0.0022182462514049512
125,0.9663481268687343,1.0,0.9664390381621584,3.801534622734834,1.588106425139553,3.7691084853652344,1.3812157955450466
126,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.012940692269286892,0.05926779320421285,0.009202750811891225,0.42068321431954153
127,0.03231939163498099,0.3333333333333333,0.05262787124785495,0.01160632053048454,0.5523350507877289,0.009402071065182562,0.4901413464989244
128,0.03194888178913735,0.5,0.05262787124785495,0.1782228809374805,0.2979217218520369,0.03569977679219706,0.7343700650009319
129,0.03194888178913735,0.5,0.05262787124785495,0.011144090636570084,0.3329334022667647,0.0066595026789739945,0.7592213962386951
130,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.011144090636570084,0.048607292371712366,0.007097948364479947,0.39931238286180093
131,0.021582733812949617,0.6666666666666666,0.05262787124785495,0.011144090636570084,0.06609004614430493,0.0085609884617901,0.6262311161712343
132,0.03231939163498099,0.3333333333333333,0.05262787124785495,0.011091458230942187,0.19044377245161603,0.0364466368002365,0.1879947996065419
133,0.03231939163498099,0.3333333333333333,0.05262787124785495,0.011144090636570084,0.10082296742718752,0.007574254707910937,0.4894142177189703
134,0.03231939163498099,0.3333333333333333,0.05262787124785495,0.011091458230942187,0.003090701201435441,0.0063637349175355434,0.0025296248463573504
135,0.03231939163498099,0.3333333333333333,0.05262787124785495,0.011144090636570084,0.46729073718544467,0.01272636124478422,0.845101035999912
136,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.023489568202111056,0.00013899838738685153,0.007574254707910937,0.06462632861367988
137,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.012124809812010601,0.04013626350334198,0.006228798510438458,0.4436483359089701
138,0.9663481268687343,1.0,0.9664247866993836,2.860499730511928,1.1255374521677994,1.4232364156290405,1.2292129535983083
139,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.011935664005564454,0.009958427775591732,0.007513429574976989,0.17099690177764876
140,0.03231939163498099,0.3333333333333333,0.05262787124785495,0.05140701695334897,0.03251918377441994,0.018641993680300485,0.34994846359586224
141,0.9663481268687343,1.0,0.9664390384486834,3.594788060238608,1.3217728346955486,3.008428431314786,1.1017063428504341
142,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.01160632053048454,0.04847378176649803,0.0063637349175355434,0.033646092899571635
143,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.012144937777793192,0.0038340108944883732,0.008255603391718528,0.0022243931099463613
144,0.9663481268687343,1.0,0.9664390284651934,3.607993815688903,1.1977583730526622,3.318832777117655,1.2463192426407261
145,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.011935664005564454,0.01243101993763937,0.006603994313763099,0.18914702713187234
146,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.012124809812010601,0.209033390018547,0.006227704568451502,0.6697048257820191
147,0.03194888178913735,0.5,0.05262787124785495,0.01251141279635536,0.6096567371431231,0.006171628333396203,0.819206201634364
148,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.012124809812010601,0.0038955777875162756,0.006223861144955414,0.24938341539582057
149,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.011144090636570084,0.39442821796075506,0.00808239451699953,0.807848003461535
150,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.01160632053048454,0.045947122013407796,0.006379688286944657,0.030876402467200165
151,0.03194888178913735,0.5,0.05262787124785495,0.011935664005564454,0.46209118521538856,0.009224054459682302,0.819914616149961
152,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.011935664005564454,0.0106520068881326,0.006603994313763099,0.17886946126607547
153,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.012124809812010601,0.006007870413263883,0.006641968248236297,0.2688221408306771
154,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.01251141279635536,0.046605781967026694,0.006178722331838921,0.3920391211780679
155,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.01251141279635536,0.07757765122002874,0.006171628333396203,0.4424359242702739
156,0.032258064516129004,1.0,0.05262787124785495,0.011144090636570084,0.6012144077260895,0.028672897672335877,0.9983985183884686
157,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.01251141279635536,0.05497921134222277,0.006171628333396203,0.40404306893647146
158,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.015626017295244453,0.01013347447194297,0.006171628333396203,0.23257481404130323
159,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.011091458230942187,0.04479953455503952,0.006399198458130656,0.03195830598087279
160,0.03231939163498099,0.3333333333333333,0.05262787124785495,0.01160632053048454,0.18594191356581463,0.006791740006041589,0.1827487357062263
161,0.021582733812949617,0.6666666666666666,0.05262787124785495,1.2152729199509833,0.3476346910393637,0.19187920069640052,0.7451964347239468
162,0.03231939163498099,0.3333333333333333,0.05262787124785495,0.01251141279635536,0.285256567510095,0.010770177444720083,0.6573996817396653
163,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.01160632053048454,0.058888770961037666,0.0063637349175355434,0.038228434547039246
164,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.012124809812010601,0.002085537595526713,0.006230322528194894,0.22082036270127856
165,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.011091458230942187,0.2196148562217384,0.0063637349175355434,0.19487539364338266
166,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.9104286034331815,0.06101611661227495,0.15080853245855597,0.4317545524214028
167,0.021582733812949617,0.6666666666666666,0.05262787124785495,0.01251141279635536,0.2028692226765972,0.009737041671684864,0.6374129455896297
168,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.011144090636570084,0.039628810923757016,0.006651494983979551,0.3702794649791615
169,0.03231939163498099,0.3333333333333333,0.05262787124785495,0.012124809812010601,0.054468075949552615,0.006223861144955414,0.46400255144839003
170,0.9663481268687343,1.0,0.966439019390146,2.870173568973941,1.135572134959582,2.0912664247578485,1.0354838489285114
171,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.02024318118382526,0.07360605963892858,0.00862447752149564,0.4457830934785061
172,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.03225016145700882,0.0031957421832650838,0.007275876768316949,0.24108527313040523
173,0.03194888178913735,0.5,0.05262787124785495,0.014297155296056381,0.44252026883092893,0.01039166170191382,0.7391064296522222
174,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.01251141279635536,0.26705585418096006,0.006171628333396203,0.6581755164877882
175,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.011935664005564454,0.050214220074002607,0.0074556858548843275,0.3470184075781414
176,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.012124809812010601,0.19860891999260424,0.0065467000154565335,0.6632856009059264
177,0.03231939163498099,0.3333333333333333,0.05262787124785495,0.17667650274659114,0.058049083424790156,0.014381974649870791,0.4137709478441834
178,0.03194888178913735,0.5,0.05262787124785495,0.011091458230942187,0.3088910292549501,0.0063637349175355434,0.276859015909708
179,0.03231939163498099,0.3333333333333333,0.05262787124785495,0.011935664005564454,0.255912864033241,0.008547568739311602,0.6606956649506779
180,0.021582733812949617,0.6666666666666666,0.05262787124785495,0.01251141279635536,0.24413442747315628,0.007464582644064036,0.6717020819803092
181,0.03231939163498099,0.3333333333333333,0.05262787124785495,0.01251141279635536,0.221996893284403,0.006171628333396203,0.609903986109852
182,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.011935664005564454,0.055058399021451244,0.006603994313763099,0.3568968792230598
183,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.01251141279635536,0.0001415552048847991,0.006587335108490244,0.05988467330842827
184,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.02779507817019379,0.05745968789663539,0.009737041671684864,0.41040645211237414
185,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.011091458230942187,0.4368598333295363,0.007735704156666539,0.38444011859932276
186,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.011091458230942187,0.2677296666861519,0.006791740006041589,0.23234621688919807
187,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.012124809812010601,0.0001537101209288801,0.006223861144955414,0.11859700810790859
188,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.01251141279635536,0.007918752625895932,0.006171628333396203,0.21472584343870915
189,0.03231939163498099,0.3333333333333333,0.05262787124785495,0.011935664005564454,0.26344561862700366,0.007513429574976989,0.6719046466310985
190,0.021582733812949617,0.6666666666666666,0.05262787124785495,0.011935664005564454,0.29948185461088794,0.007015618274298918,0.714183393731301
191,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.012124809812010601,0.0034932570201269635,0.006223861144955414,0.24555112518209452
192,0.03231939163498099,0.3333333333333333,0.05262787124785495,0.011144090636570084,0.004712070120489906,0.007097948364479947,0.26136496652318497
193,0.03231939163498099,0.3333333333333333,0.05262787124785495,0.027402729938662905,0.016920078836299018,0.007735704156666539,0.014777021468857237
194,0.9663481268687343,1.0,0.9664389506073341,3.060430648850196,1.4405267557177568,3.574983714951435,1.1435926530762237
195,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.012124809812010601,0.0002649882254054816,0.006223861144955414,0.13648235288262697
196,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.012124809812010601,0.05537104154260877,0.006226633705368081,0.4717966030800575
197,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.012124809812010601,0.0032506514520788134,0.006223861144955414,0.24197041240762499
198,0.9663481268687343,1.0,0.9664390373988215,3.79625378103141,1.4501696141494003,3.0284589127570545,1.1414180117025212
199,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.012940692269286892,0.006331990317369881,0.007097948364479947,0.1865596898155732
200,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.01160632053048454,0.05020868721028826,0.006791740006041589,0.03306609942527948
201,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.01251141279635536,0.0453109189631878,0.006171628333396203,0.39252174267791495
202,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.012940692269286892,0.04185351574115354,0.007097948364479947,0.3763726843355092
203,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.014185740341942869,0.08820406794466448,0.01102558034479543,0.4320425802185005
204,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.0394417468230774,0.17078010955969072,0.024282498680551573,0.6318491194475824
205,0.9663481268687343,1.0,0.9664389675993509,2.8299973151872733,1.1004458144138922,2.3849751289868553,1.0391029521854696
206,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.012124809812010601,0.040130451227962674,0.0062338542661914235,0.4440032323107816
207,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.020907513190839017,0.07589693734068091,0.010033402372023846,0.05462371060634284
208,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.011091458230942187,0.002178515306488502,0.0063637349175355434,0.001368062191212816
209,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.01160632053048454,0.025836752022756367,0.0063637349175355434,0.018122281334300244
210,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.012485939326711368,0.017111039794544175,0.007194229953886867,0.2144995950247267
211,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.011935664005564454,0.009262181418034327,0.006603994313763099,0.17264896549129657
212,0.9663481268687343,1.0,0.966438272315743,3.14595112840889,1.2203692831924735,2.8265011489951797,1.0744906803229455
213,0.021582733812949617,0.6666666666666666,0.05262787124785495,0.0343065153007724,0.04829103463374519,0.009402071065182562,0.05452322075620632
214,0.03231939163498099,0.3333333333333333,0.05262787124785495,0.011144090636570084,0.0018132509067672025,0.007097948364479947,0.1713656063986678
215,0.01619572708476913,0.16666666666666666,0.05262787124785495,0.0394417468230774,0.04275929372120737,0.02134579069624272,0.3732545267649632
216,0.021582733812949617,0.6666666666666666,0.05262787124785495,0.01251141279635536,0.21254171283109471,0.01039166170191382,0.6393494155912256
