instances,instance_hardness
1,0.05123931285786787
2,0.04771329641577915
3,0.8496282173452576
4,0.0830447687956345
5,0.10162825164634715
6,0.06310373348988774
7,0.11053930189681105
8,0.024260599381568992
9,0.26297530857126006
10,0.06401785708171803
11,0.047399513260426795
12,0.024949847013118642
13,0.0052047257337234365
14,0.10500680719871991
15,0.08568758767371598
16,0.02977111452609793
17,0.05357663288680481
18,0.041976346449533186
19,0.08275011477628036
20,0.017600440503922732
21,0.025763975891746838
22,0.0993688253998064
23,0.11020732550484902
24,0.1370317620923054
25,0.8187206714125226
26,0.856211871394045
27,0.028084123513135495
28,0.0867889200888371
29,0.03769657666370996
30,0.10279221199504274
31,0.0707440593872104
32,0.013326636720570328
33,0.17076742934793554
34,0.0988916304470685
35,0.16744935293577
36,0.11665088889200981
37,0.06571638032455773
38,0.0171862845910431
39,0.06442111834786146
40,0.2485718200789091
41,0.20094391050978166
42,0.23266599232643215
43,0.19893237503801853
44,0.11050534041561877
45,0.14097684557591528
46,0.8661691653668124
47,0.8494157739476533
48,0.921574135389182
49,0.8622317015253769
50,0.22451042341922234
51,0.21124013602403324
52,0.12621911270243258
53,0.8306296988224255
54,0.10041002538858401
55,0.20367270707044938
56,0.9027644085233769
57,0.11636114319477497
58,0.03555794707178794
59,0.8591945071134575
60,0.09909158636301596
61,0.11953436333702683
62,0.1440047344522014
63,0.42785683949537856
64,0.09705203860618938
65,0.17312411373020375
66,0.8688131177090215
67,0.8874340472041613
68,0.8946639812015512
69,0.1277453237823436
70,0.2411061096452164
71,0.894351868899281
72,0.10989124583877019
73,0.18325462729240927
74,0.1931080241865636
75,0.19376402494260847
76,0.21259300382191826
77,0.11245312365267957
78,0.8703078862712381
79,0.2648160438829221
80,0.24062556399763746
81,0.020850760161666426
82,0.08641320428398913
83,0.01369032625778377
84,0.426706447318847
85,0.11192090936686294
86,0.8935453874946292
87,0.1474352491883515
88,0.10451937735845651
89,0.21590656473984426
90,0.09179316958655181
91,0.2730590042893313
92,0.2536239414561666
93,0.0656629627409977
94,0.005203517970586824
95,0.8652289465317969
96,0.8398373507078833
97,0.8769623619203027
98,0.06872571881436029
99,0.005353262334748754
100,0.1819758825813137
101,0.12480858873113587
102,0.08713662683183787
103,0.8560259915661401
104,0.8651878126939735
105,0.23098192857368616
106,0.8623541603116948
107,0.04363555042329681
108,0.04670447766487196
109,0.05829265923708005
110,0.015386528372546837
111,0.04769807207313759
112,0.04611977875911144
