Row,z_1,z_2,Generated
1.0,1.742740932685505,1.2232607051678457,False
2.0,1.6094394059519552,0.5507615720639318,False
3.0,-1.4608137553205491,1.490123778670666,False
4.0,1.5913111861627662,1.339152420291494,False
5.0,1.9305280771078728,0.7496479952260726,False
6.0,1.73182862379521,0.9381067633757064,False
7.0,1.547959960171133,1.386167761596326,False
8.0,1.700867446536917,0.4271506248166928,False
9.0,0.5999987615270761,1.7632332831982285,False
10.0,0.9462944855630968,1.4705863454482406,False
11.0,1.835312506272808,0.9168892330405274,False
12.0,1.4124478249140782,0.6893984183092935,False
13.0,1.8971644836368324,0.8130826923612161,False
14.0,1.0162243908145172,1.0717483035846231,False
15.0,1.6375595151177431,0.5045023729740813,False
16.0,1.835882450052997,0.9030049875682608,False
17.0,1.8879666697502444,0.7742861695787193,False
18.0,1.6346616213481449,0.5793725508137655,False
19.0,1.090970269970315,1.0484726694671165,False
20.0,1.79969237789849,0.9668847028175128,False
21.0,1.7505699133704882,0.673958112769563,False
22.0,1.7719793493451264,0.7970433540617574,False
23.0,1.8449930490503368,0.8883588759030485,False
24.0,1.863888371933254,0.849507054628223,False
25.0,-1.327864709988181,1.5872227493258588,False
26.0,-1.4265950131479648,1.5061007571955736,False
27.0,1.5800610755993325,0.5845222582591247,False
28.0,0.6460381025279432,1.7500546570302342,False
29.0,1.807252725576254,0.9321967001156932,False
30.0,1.788699215170874,0.6029718510341593,False
31.0,1.369817820418935,0.3533486061924093,False
32.0,1.8515840297550457,0.8918248761281738,False
33.0,1.4489819896247171,0.7004609133718693,False
34.0,1.0231492218952565,0.6342845664815703,False
35.0,0.909124886040664,1.3168959216902352,False
36.0,1.5418187579671632,1.2403763417616742,False
37.0,1.096004205017756,0.9478541410373889,False
38.0,1.7529032319558635,0.5100964112610568,False
39.0,0.9713009147212148,0.9656050151764958,False
40.0,0.7607292087314278,1.2807322849851084,False
41.0,0.7012859549245014,1.581799780848395,False
42.0,0.894825352145404,1.3657861401456113,False
43.0,0.64358144322199,1.5376052437917478,False
44.0,1.6143597132239471,1.2889585664966852,False
45.0,1.5969454659490725,1.3506647537130771,False
46.0,-1.4122730041579747,1.5239751862455209,False
47.0,-1.4879007839566634,1.4714305188574397,False
48.0,-1.3656424261832976,1.5599365634802214,False
49.0,-1.796485424455534,0.8910771396184096,False
50.0,1.59323794668301,0.9419262420289976,False
51.0,1.3406771380443407,1.3774379897784867,False
52.0,0.9920671928459582,0.999980530433458,False
53.0,-1.327577172083929,1.5573925454226152,False
54.0,1.8206005200875268,0.9268528899537404,False
55.0,1.0981371769641377,1.2061751100709008,False
56.0,-1.432142175351134,1.516897231455669,False
57.0,1.035890893655392,1.4148449892959898,False
58.0,1.8179709795491032,0.9365835359928122,False
59.0,-1.5807938190121595,1.3867937739782974,False
60.0,1.81478552424232,0.582426646419199,False
61.0,1.858538311302828,0.8700171711812581,False
62.0,1.7958932432726369,0.9276830295310584,False
63.0,-1.3938222777089548,1.5052903443215642,False
64.0,1.2180671504724887,0.9168405609230574,False
65.0,0.3607945263172595,1.5825629649608972,False
66.0,-1.1293515112194186,1.566416954427378,False
67.0,-1.4508638993576066,1.4903427317561393,False
68.0,-1.5134341362541373,1.4540567321628803,False
69.0,1.0279623623898335,1.0705114013368586,False
70.0,1.3086294582341444,1.057264346849443,False
71.0,-1.424916882671399,1.5147572195687835,False
72.0,1.8040307092732089,0.905057086012336,False
73.0,0.8991383359885375,0.6415577439859228,False
74.0,0.6559749641682543,1.480140700872743,False
75.0,1.1649698447034371,0.2998273907397112,False
76.0,0.8970411141651613,1.438343209909119,False
77.0,0.9032826268131756,1.4579621801998703,False
78.0,-1.7804352622823767,1.2401531927678455,False
79.0,0.9103090695480054,1.4473564934049177,False
