Row,DCP,TD_P,CL
1,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
2,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
3,3.325894975308911,-0.3557274565905135,1.6665269777383664
4,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
5,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
6,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
7,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
8,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
9,-0.3835795533787188,-1.7465725286045912,1.6665269777383664
10,-0.2676844164596659,-1.7465725286045912,1.6665269777383664
11,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
12,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
13,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
14,-0.25108915331389026,-1.7465725286045912,1.6665269777383664
15,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
16,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
17,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
18,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
19,-0.4231013270295746,-1.7465725286045912,1.6665269777383664
20,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
21,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
22,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
23,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
24,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
25,3.325894975308911,-0.41482036791569515,1.6665269777383664
26,3.325894975308911,0.0009865126179828272,1.6665269777383664
27,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
28,0.13503295140445848,-1.7465725286045912,1.6665269777383664
29,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
30,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
31,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
32,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
33,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
34,-0.16891304838064733,-1.7465725286045912,1.6665269777383664
35,-0.21618918484239644,-1.7465725286045912,1.6665269777383664
36,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
37,0.11461461901302146,-1.7465725286045912,1.6665269777383664
38,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
39,0.3113330033740827,-1.7465725286045912,1.6665269777383664
40,-0.38922685095897197,-1.7465725286045912,1.6665269777383664
41,0.29063202863405757,-1.7465725286045912,1.6665269777383664
42,-0.0490284436220647,-1.7465725286045912,1.6665269777383664
43,0.22530783916127084,-1.7465725286045912,1.6665269777383664
44,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
45,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
46,3.325894975308911,0.5211217751234591,1.6665269777383664
47,3.325894975308911,-0.27665729282614426,1.6665269777383664
48,3.325894975308911,0.24578392546207353,1.6665269777383664
49,3.325894975308911,0.7391014088826386,1.6665269777383664
50,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
51,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
52,-0.39713782057075925,-1.7465725286045912,1.6665269777383664
53,3.325894975308911,-0.21479845057589492,1.6665269777383664
54,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
55,-1.9481043323033478,-1.7465725286045912,1.6665269777383664
